mcc,industry,avg_invoice_size,monthly_txn_count,annual_payment_volume,supplier_margin_profile,payment_speed_preference,card_acceptance_history,reconciliation_complexity,geography,currency,servicing_cost,vendor_id,offer_rate_bps,offer_settlement,offer_fee_cap,accepted
7399,professional_services,1230.7,4,465242.21,thin,standard,rejected,low,domestic,USD,low,V008452,80,same_day,none,0
7399,professional_services,5964.8,9,1304129.22,healthy,standard,accepted,low,domestic,USD,low,V008453,280,next_day,capped,1
7399,professional_services,5964.8,9,1304129.22,healthy,standard,accepted,low,domestic,USD,low,V008453,80,same_day,none,1
5065,industrial,1483.62,15,5683610.67,healthy,fast,never_offered,medium,domestic,USD,low,V008454,220,same_day,none,0
5065,industrial,1483.62,15,5683610.67,healthy,fast,never_offered,medium,domestic,USD,low,V008454,280,same_day,none,1
5085,industrial,702.56,7,588558.99,moderate,fast,never_offered,medium,cross_border,EUR,high,V008455,220,same_day,capped,1
5085,industrial,702.56,7,588558.99,moderate,fast,never_offered,medium,cross_border,EUR,high,V008455,150,next_day,capped,0
7399,professional_services,394.71,14,327928.45,healthy,fast,accepted,medium,domestic,USD,low,V008456,80,same_day,capped,1
7399,professional_services,394.71,14,327928.45,healthy,fast,accepted,medium,domestic,USD,low,V008456,280,same_day,capped,1
5199,industrial,313.01,5,307936.4,healthy,standard,accepted,medium,domestic,USD,low,V008457,150,same_day,none,1
5199,industrial,313.01,5,307936.4,healthy,standard,accepted,medium,domestic,USD,low,V008457,220,same_day,capped,1
5734,software,584.14,14,1149245.46,healthy,standard,rejected,low,domestic,USD,low,V008458,220,same_day,none,1
5734,software,584.14,14,1149245.46,healthy,standard,rejected,low,domestic,USD,low,V008458,150,next_day,none,0
5169,chemicals,7019.49,3,4105711.71,healthy,standard,never_offered,medium,domestic,USD,high,V008459,150,next_day,capped,1
5169,chemicals,7019.49,3,4105711.71,healthy,standard,never_offered,medium,domestic,USD,high,V008459,280,next_day,none,0
4214,freight_logistics,7574.65,24,45642561.92,thin,standard,rejected,medium,domestic,USD,low,V008460,280,next_day,none,0
4214,freight_logistics,7574.65,24,45642561.92,thin,standard,rejected,medium,domestic,USD,low,V008460,80,next_day,none,1
5065,industrial,3386.95,17,17227609.84,moderate,fast,rejected,low,domestic,USD,medium,V008461,220,same_day,none,0
5065,industrial,3386.95,17,17227609.84,moderate,fast,rejected,low,domestic,USD,medium,V008461,280,next_day,capped,0
5111,office_supplies,1083.29,8,1038655.15,thin,standard,never_offered,high,domestic,USD,low,V008462,80,same_day,capped,1
5111,office_supplies,1083.29,8,1038655.15,thin,standard,never_offered,high,domestic,USD,low,V008462,80,same_day,none,1
7392,professional_services,969.79,22,2139060.34,moderate,immediate,never_offered,medium,domestic,USD,high,V008463,80,next_day,capped,1
7392,professional_services,969.79,22,2139060.34,moderate,immediate,never_offered,medium,domestic,USD,high,V008463,80,same_day,capped,1
5085,industrial,871.72,2,452436.05,thin,standard,accepted,low,cross_border,USD,medium,V008464,280,next_day,none,0
5085,industrial,871.72,2,452436.05,thin,standard,accepted,low,cross_border,USD,medium,V008464,150,next_day,capped,0
5065,industrial,1019.67,1,180843.74,thin,standard,accepted,low,cross_border,EUR,medium,V008465,220,same_day,none,0
5065,industrial,1019.67,1,180843.74,thin,standard,accepted,low,cross_border,EUR,medium,V008465,150,next_day,capped,1
5172,fuel_energy,10372.12,22,39469883.11,moderate,fast,rejected,high,domestic,USD,low,V008466,220,next_day,none,0
5172,fuel_energy,10372.12,22,39469883.11,moderate,fast,rejected,high,domestic,USD,low,V008466,150,same_day,none,1
5137,office_supplies,2972.49,20,14362914.01,moderate,standard,accepted,low,domestic,USD,medium,V008467,150,next_day,capped,1
5137,office_supplies,2972.49,20,14362914.01,moderate,standard,accepted,low,domestic,USD,medium,V008467,220,same_day,capped,1
5122,pharma,989.89,6,561961.28,thin,fast,never_offered,low,domestic,USD,medium,V008468,150,next_day,capped,1
5122,pharma,989.89,6,561961.28,thin,fast,never_offered,low,domestic,USD,medium,V008468,220,same_day,none,1
5734,software,736.31,24,4668434.81,moderate,fast,never_offered,medium,domestic,USD,low,V008469,280,same_day,none,1
5734,software,736.31,24,4668434.81,moderate,fast,never_offered,medium,domestic,USD,low,V008469,220,same_day,none,1
5111,office_supplies,329.83,7,146666.05,healthy,standard,accepted,high,domestic,USD,low,V008470,150,same_day,none,1
5111,office_supplies,329.83,7,146666.05,healthy,standard,accepted,high,domestic,USD,low,V008470,220,same_day,none,1
5111,office_supplies,375.09,37,3023448.92,thin,standard,never_offered,low,domestic,USD,low,V008471,150,same_day,none,0
5111,office_supplies,375.09,37,3023448.92,thin,standard,never_offered,low,domestic,USD,low,V008471,220,same_day,capped,0
8911,engineering,35077.04,6,38308048.58,thin,fast,accepted,medium,domestic,USD,medium,V008472,150,same_day,capped,1
8911,engineering,35077.04,6,38308048.58,thin,fast,accepted,medium,domestic,USD,medium,V008472,280,same_day,none,0
5085,industrial,209.12,8,415299.04,thin,immediate,rejected,low,domestic,USD,low,V008473,220,same_day,none,0
5085,industrial,209.12,8,415299.04,thin,immediate,rejected,low,domestic,USD,low,V008473,220,same_day,none,1
4214,freight_logistics,6985.96,2,3339886.95,thin,immediate,accepted,medium,cross_border,GBP,high,V008474,220,next_day,none,0
4214,freight_logistics,6985.96,2,3339886.95,thin,immediate,accepted,medium,cross_border,GBP,high,V008474,150,same_day,capped,1
7399,professional_services,2436.58,8,2951062.23,moderate,fast,accepted,medium,domestic,USD,low,V008475,280,same_day,capped,1
7399,professional_services,2436.58,8,2951062.23,moderate,fast,accepted,medium,domestic,USD,low,V008475,150,next_day,none,0
5065,industrial,410.53,10,681162.23,thin,standard,rejected,low,cross_border,EUR,low,V008476,280,next_day,none,0
5065,industrial,410.53,10,681162.23,thin,standard,rejected,low,cross_border,EUR,low,V008476,280,same_day,none,0
5137,office_supplies,171.71,16,496897.44,moderate,standard,never_offered,low,domestic,USD,low,V008477,80,next_day,capped,1
5137,office_supplies,171.71,16,496897.44,moderate,standard,never_offered,low,domestic,USD,low,V008477,150,next_day,capped,0
4214,freight_logistics,3167.47,9,3980712.77,thin,standard,rejected,low,domestic,USD,high,V008478,150,same_day,none,0
4214,freight_logistics,3167.47,9,3980712.77,thin,standard,rejected,low,domestic,USD,high,V008478,220,same_day,capped,0
4214,freight_logistics,18998.45,8,38195841.35,healthy,fast,accepted,high,domestic,USD,low,V008479,80,same_day,capped,1
4214,freight_logistics,18998.45,8,38195841.35,healthy,fast,accepted,high,domestic,USD,low,V008479,220,next_day,none,1
5169,chemicals,3452.79,6,1770712.87,thin,standard,rejected,medium,domestic,USD,low,V008480,280,next_day,capped,0
5169,chemicals,3452.79,6,1770712.87,thin,standard,rejected,medium,domestic,USD,low,V008480,220,next_day,capped,0
7392,professional_services,2166.78,16,9738228.36,moderate,standard,never_offered,medium,domestic,USD,medium,V008481,80,same_day,none,0
7392,professional_services,2166.78,16,9738228.36,moderate,standard,never_offered,medium,domestic,USD,medium,V008481,80,same_day,capped,1
5111,office_supplies,305.12,11,732216.53,healthy,immediate,accepted,medium,cross_border,other,medium,V008482,220,next_day,capped,1
5111,office_supplies,305.12,11,732216.53,healthy,immediate,accepted,medium,cross_border,other,medium,V008482,280,same_day,capped,1
5122,pharma,1682.15,15,6396289.06,healthy,standard,accepted,medium,domestic,USD,high,V008483,80,next_day,none,0
5122,pharma,1682.15,15,6396289.06,healthy,standard,accepted,medium,domestic,USD,high,V008483,280,next_day,none,1
5211,construction,9775.37,10,13652781.86,moderate,fast,rejected,low,domestic,USD,low,V008484,220,next_day,capped,1
5211,construction,9775.37,10,13652781.86,moderate,fast,rejected,low,domestic,USD,low,V008484,80,same_day,capped,1
7372,it_services,2880.7,8,2131160.47,thin,standard,never_offered,low,domestic,USD,low,V008485,280,next_day,none,0
7372,it_services,2880.7,8,2131160.47,thin,standard,never_offered,low,domestic,USD,low,V008485,80,same_day,none,1
5111,office_supplies,1185.45,34,7395481.13,moderate,standard,accepted,high,domestic,USD,medium,V008486,280,next_day,none,1
5111,office_supplies,1185.45,34,7395481.13,moderate,standard,accepted,high,domestic,USD,medium,V008486,150,next_day,none,1
5122,pharma,3753.19,3,1466373.12,thin,immediate,accepted,medium,domestic,USD,high,V008487,280,next_day,none,0
5122,pharma,3753.19,3,1466373.12,thin,immediate,accepted,medium,domestic,USD,high,V008487,280,same_day,capped,1
4214,freight_logistics,16676.03,2,2949620.53,thin,immediate,rejected,low,cross_border,EUR,low,V008488,80,next_day,capped,0
4214,freight_logistics,16676.03,2,2949620.53,thin,immediate,rejected,low,cross_border,EUR,low,V008488,220,next_day,capped,0
5085,industrial,2705.28,14,1032915.23,thin,fast,accepted,medium,domestic,USD,medium,V008489,150,next_day,capped,0
5085,industrial,2705.28,14,1032915.23,thin,fast,accepted,medium,domestic,USD,medium,V008489,80,next_day,capped,1
5065,industrial,6446.53,22,9980402.1,thin,immediate,rejected,medium,domestic,USD,medium,V008490,150,next_day,none,1
5065,industrial,6446.53,22,9980402.1,thin,immediate,rejected,medium,domestic,USD,medium,V008490,280,same_day,capped,0
7399,professional_services,1106.49,3,933092.28,healthy,fast,accepted,low,domestic,USD,low,V008491,220,next_day,none,1
7399,professional_services,1106.49,3,933092.28,healthy,fast,accepted,low,domestic,USD,low,V008491,150,same_day,none,1
7399,professional_services,435.51,10,1015211.08,thin,fast,accepted,low,domestic,USD,low,V008492,280,next_day,capped,1
7399,professional_services,435.51,10,1015211.08,thin,fast,accepted,low,domestic,USD,low,V008492,220,next_day,none,0
5065,industrial,4776.38,7,5581948.12,thin,immediate,never_offered,high,domestic,USD,low,V008493,220,same_day,capped,1
5065,industrial,4776.38,7,5581948.12,thin,immediate,never_offered,high,domestic,USD,low,V008493,220,next_day,none,1
5085,industrial,936.54,11,1223582.02,healthy,standard,never_offered,medium,domestic,USD,low,V008494,150,same_day,capped,1
5085,industrial,936.54,11,1223582.02,healthy,standard,never_offered,medium,domestic,USD,low,V008494,280,same_day,none,0
8911,engineering,3356.03,12,406302.57,moderate,standard,rejected,low,cross_border,GBP,medium,V008495,150,next_day,capped,0
8911,engineering,3356.03,12,406302.57,moderate,standard,rejected,low,cross_border,GBP,medium,V008495,220,next_day,capped,0
8911,engineering,1301.58,8,2886443.63,thin,standard,never_offered,low,domestic,USD,low,V008496,220,same_day,none,1
8911,engineering,1301.58,8,2886443.63,thin,standard,never_offered,low,domestic,USD,low,V008496,80,next_day,capped,1
7399,professional_services,1423.19,18,1407676.01,moderate,fast,rejected,medium,domestic,USD,low,V008497,280,same_day,none,0
7399,professional_services,1423.19,18,1407676.01,moderate,fast,rejected,medium,domestic,USD,low,V008497,80,next_day,none,1
5169,chemicals,537.18,9,830674.25,moderate,standard,rejected,low,domestic,USD,medium,V008498,150,same_day,none,0
5169,chemicals,537.18,9,830674.25,moderate,standard,rejected,low,domestic,USD,medium,V008498,80,next_day,capped,0
4214,freight_logistics,7356.81,11,1453574.22,moderate,standard,rejected,medium,domestic,USD,high,V008499,280,next_day,capped,0
4214,freight_logistics,7356.81,11,1453574.22,moderate,standard,rejected,medium,domestic,USD,high,V008499,220,next_day,none,0
5137,office_supplies,1150.33,11,529579.36,moderate,standard,never_offered,medium,domestic,USD,low,V008500,280,next_day,none,1
5137,office_supplies,1150.33,11,529579.36,moderate,standard,never_offered,medium,domestic,USD,low,V008500,220,same_day,none,1
5122,pharma,2307.24,6,2402042.44,healthy,immediate,rejected,high,domestic,USD,low,V008501,220,next_day,capped,1
5122,pharma,2307.24,6,2402042.44,healthy,immediate,rejected,high,domestic,USD,low,V008501,150,next_day,capped,1
7372,it_services,6294.26,15,2127935.29,moderate,standard,accepted,low,domestic,USD,low,V008502,280,next_day,capped,1
7372,it_services,6294.26,15,2127935.29,moderate,standard,accepted,low,domestic,USD,low,V008502,280,same_day,none,1
5122,pharma,3346.43,9,4643875.78,healthy,fast,rejected,high,domestic,USD,medium,V008503,150,next_day,capped,1
5122,pharma,3346.43,9,4643875.78,healthy,fast,rejected,high,domestic,USD,medium,V008503,80,next_day,none,0
5085,industrial,6090.38,11,14423128.62,moderate,standard,accepted,high,domestic,USD,medium,V008504,80,same_day,capped,1
5085,industrial,6090.38,11,14423128.62,moderate,standard,accepted,high,domestic,USD,medium,V008504,80,next_day,none,1
4214,freight_logistics,6656.38,17,22238514.98,thin,fast,never_offered,high,domestic,USD,medium,V008505,220,next_day,capped,0
4214,freight_logistics,6656.38,17,22238514.98,thin,fast,never_offered,high,domestic,USD,medium,V008505,220,next_day,none,0
5169,chemicals,2246.43,11,4496253.33,moderate,fast,rejected,low,domestic,USD,medium,V008506,280,same_day,capped,0
5169,chemicals,2246.43,11,4496253.33,moderate,fast,rejected,low,domestic,USD,medium,V008506,80,same_day,capped,0
5199,industrial,675.7,12,94705.04,moderate,fast,accepted,medium,domestic,USD,low,V008507,220,same_day,capped,1
5199,industrial,675.7,12,94705.04,moderate,fast,accepted,medium,domestic,USD,low,V008507,280,next_day,none,0
7399,professional_services,2041.13,25,9128885.86,moderate,immediate,never_offered,medium,domestic,USD,medium,V008508,150,next_day,none,1
7399,professional_services,2041.13,25,9128885.86,moderate,immediate,never_offered,medium,domestic,USD,medium,V008508,80,same_day,capped,1
7372,it_services,2539.67,12,8758513.73,thin,standard,rejected,low,cross_border,GBP,medium,V008509,280,next_day,capped,1
7372,it_services,2539.67,12,8758513.73,thin,standard,rejected,low,cross_border,GBP,medium,V008509,80,same_day,none,0
5734,software,9312.01,18,32363653.06,moderate,standard,never_offered,low,domestic,USD,medium,V008510,280,same_day,none,1
5734,software,9312.01,18,32363653.06,moderate,standard,never_offered,low,domestic,USD,medium,V008510,150,next_day,capped,1
8911,engineering,70208.3,8,131876824.13,thin,immediate,rejected,medium,domestic,USD,low,V008511,280,same_day,capped,1
8911,engineering,70208.3,8,131876824.13,thin,immediate,rejected,medium,domestic,USD,low,V008511,280,same_day,capped,0
5122,pharma,965.84,21,897688.59,moderate,fast,never_offered,high,domestic,USD,medium,V008512,80,same_day,capped,1
5122,pharma,965.84,21,897688.59,moderate,fast,never_offered,high,domestic,USD,medium,V008512,150,same_day,capped,1
5085,industrial,2027.66,24,4580137.92,moderate,standard,accepted,medium,cross_border,GBP,high,V008513,280,next_day,none,1
5085,industrial,2027.66,24,4580137.92,moderate,standard,accepted,medium,cross_border,GBP,high,V008513,280,same_day,capped,1
5085,industrial,1062.04,3,57427.73,healthy,fast,rejected,low,domestic,USD,medium,V008514,220,next_day,none,1
5085,industrial,1062.04,3,57427.73,healthy,fast,rejected,low,domestic,USD,medium,V008514,150,next_day,none,0
5211,construction,4261.75,4,104437.14,moderate,standard,accepted,low,domestic,USD,medium,V008515,80,next_day,capped,0
5211,construction,4261.75,4,104437.14,moderate,standard,accepted,low,domestic,USD,medium,V008515,80,next_day,capped,1
5085,industrial,6177.91,32,53170893.45,healthy,standard,accepted,high,domestic,USD,low,V008516,220,next_day,capped,1
5085,industrial,6177.91,32,53170893.45,healthy,standard,accepted,high,domestic,USD,low,V008516,280,next_day,capped,1
5065,industrial,306.53,23,1223182.74,healthy,fast,never_offered,low,domestic,USD,low,V008517,220,next_day,capped,1
5065,industrial,306.53,23,1223182.74,healthy,fast,never_offered,low,domestic,USD,low,V008517,280,same_day,capped,1
5065,industrial,4194.92,12,3733646.06,healthy,immediate,never_offered,low,domestic,USD,low,V008518,80,same_day,none,1
5065,industrial,4194.92,12,3733646.06,healthy,immediate,never_offered,low,domestic,USD,low,V008518,80,same_day,none,1
4214,freight_logistics,4275.61,6,6282503.79,moderate,fast,rejected,medium,domestic,USD,low,V008519,280,next_day,capped,0
4214,freight_logistics,4275.61,6,6282503.79,moderate,fast,rejected,medium,domestic,USD,low,V008519,280,next_day,none,0
8911,engineering,31017.86,13,75691335.84,moderate,fast,never_offered,medium,domestic,USD,low,V008520,280,same_day,none,1
8911,engineering,31017.86,13,75691335.84,moderate,fast,never_offered,medium,domestic,USD,low,V008520,80,same_day,capped,1
5137,office_supplies,391.06,9,395576.91,moderate,immediate,accepted,low,domestic,USD,low,V008521,280,next_day,none,1
5137,office_supplies,391.06,9,395576.91,moderate,immediate,accepted,low,domestic,USD,low,V008521,220,same_day,none,1
5137,office_supplies,228.29,16,466660.48,moderate,standard,never_offered,low,domestic,USD,medium,V008522,80,next_day,capped,1
5137,office_supplies,228.29,16,466660.48,moderate,standard,never_offered,low,domestic,USD,medium,V008522,220,next_day,none,1
5199,industrial,1071.27,6,1657924.38,moderate,immediate,never_offered,medium,cross_border,GBP,low,V008523,220,same_day,capped,0
5199,industrial,1071.27,6,1657924.38,moderate,immediate,never_offered,medium,cross_border,GBP,low,V008523,80,next_day,none,1
5085,industrial,922.51,6,160374.7,moderate,fast,accepted,medium,domestic,USD,low,V008524,150,same_day,capped,1
5085,industrial,922.51,6,160374.7,moderate,fast,accepted,medium,domestic,USD,low,V008524,220,same_day,none,1
5065,industrial,468.89,16,1279229.54,thin,standard,rejected,high,domestic,USD,high,V008525,280,same_day,none,0
5065,industrial,468.89,16,1279229.54,thin,standard,rejected,high,domestic,USD,high,V008525,220,next_day,none,0
5065,industrial,305.39,13,223604.74,thin,fast,accepted,medium,domestic,USD,low,V008526,280,same_day,none,1
5065,industrial,305.39,13,223604.74,thin,fast,accepted,medium,domestic,USD,low,V008526,220,next_day,none,1
5211,construction,1494.7,13,4899368.21,thin,immediate,never_offered,low,domestic,USD,low,V008527,280,next_day,capped,0
5211,construction,1494.7,13,4899368.21,thin,immediate,never_offered,low,domestic,USD,low,V008527,150,same_day,capped,1
5111,office_supplies,186.56,15,503105.32,moderate,standard,accepted,medium,cross_border,other,medium,V008528,280,next_day,capped,1
5111,office_supplies,186.56,15,503105.32,moderate,standard,accepted,medium,cross_border,other,medium,V008528,280,next_day,capped,0
7372,it_services,3339.86,16,2310899.35,thin,standard,rejected,low,domestic,USD,low,V008529,220,same_day,none,0
7372,it_services,3339.86,16,2310899.35,thin,standard,rejected,low,domestic,USD,low,V008529,220,same_day,capped,1
5734,software,2382.64,17,1682756.19,thin,immediate,never_offered,low,cross_border,CAD,medium,V008530,220,same_day,capped,1
5734,software,2382.64,17,1682756.19,thin,immediate,never_offered,low,cross_border,CAD,medium,V008530,150,next_day,capped,0
7399,professional_services,409.35,13,224837.56,thin,standard,accepted,low,cross_border,GBP,high,V008531,220,same_day,none,1
7399,professional_services,409.35,13,224837.56,thin,standard,accepted,low,cross_border,GBP,high,V008531,80,next_day,none,1
5211,construction,2222.64,5,2263606.47,thin,immediate,accepted,low,domestic,USD,medium,V008532,220,same_day,capped,1
5211,construction,2222.64,5,2263606.47,thin,immediate,accepted,low,domestic,USD,medium,V008532,280,same_day,none,0
4214,freight_logistics,2475.01,6,833539.92,thin,fast,rejected,medium,domestic,USD,low,V008533,80,same_day,none,0
4214,freight_logistics,2475.01,6,833539.92,thin,fast,rejected,medium,domestic,USD,low,V008533,150,next_day,capped,0
7372,it_services,1165.1,14,3891962.5,healthy,fast,rejected,medium,domestic,USD,low,V008534,280,next_day,capped,1
7372,it_services,1165.1,14,3891962.5,healthy,fast,rejected,medium,domestic,USD,low,V008534,220,next_day,capped,1
5085,industrial,814.15,9,736776.01,moderate,standard,never_offered,low,domestic,USD,low,V008535,280,same_day,capped,0
5085,industrial,814.15,9,736776.01,moderate,standard,never_offered,low,domestic,USD,low,V008535,80,same_day,capped,0
5734,software,294.88,12,395571.06,healthy,fast,accepted,medium,domestic,USD,low,V008536,150,same_day,capped,1
5734,software,294.88,12,395571.06,healthy,fast,accepted,medium,domestic,USD,low,V008536,220,same_day,none,1
5137,office_supplies,217.2,10,390612.09,thin,standard,accepted,low,domestic,USD,medium,V008537,280,same_day,none,0
5137,office_supplies,217.2,10,390612.09,thin,standard,accepted,low,domestic,USD,medium,V008537,80,next_day,none,1
5111,office_supplies,604.35,7,148029.36,thin,standard,accepted,medium,domestic,USD,medium,V008538,150,same_day,capped,1
5111,office_supplies,604.35,7,148029.36,thin,standard,accepted,medium,domestic,USD,medium,V008538,150,same_day,none,1
5122,pharma,11468.04,10,27470487.79,thin,standard,never_offered,medium,domestic,USD,low,V008539,220,next_day,none,0
5122,pharma,11468.04,10,27470487.79,thin,standard,never_offered,medium,domestic,USD,low,V008539,280,same_day,capped,0
5065,industrial,1284.35,14,3902199.14,moderate,immediate,accepted,high,domestic,USD,low,V008540,280,same_day,capped,1
5065,industrial,1284.35,14,3902199.14,moderate,immediate,accepted,high,domestic,USD,low,V008540,80,same_day,none,1
5211,construction,1634.55,10,2153718.07,healthy,standard,rejected,low,cross_border,EUR,medium,V008541,280,same_day,none,1
5211,construction,1634.55,10,2153718.07,healthy,standard,rejected,low,cross_border,EUR,medium,V008541,150,same_day,none,0
7372,it_services,210.98,12,180012.76,moderate,immediate,accepted,low,cross_border,GBP,low,V008542,280,next_day,capped,1
7372,it_services,210.98,12,180012.76,moderate,immediate,accepted,low,cross_border,GBP,low,V008542,150,next_day,none,1
5065,industrial,1552.96,31,12573949.05,healthy,fast,rejected,medium,domestic,USD,low,V008543,150,next_day,none,1
5065,industrial,1552.96,31,12573949.05,healthy,fast,rejected,medium,domestic,USD,low,V008543,220,next_day,none,1
5211,construction,801.32,10,1911078.53,thin,immediate,accepted,medium,domestic,USD,low,V008544,280,next_day,capped,0
5211,construction,801.32,10,1911078.53,thin,immediate,accepted,medium,domestic,USD,low,V008544,80,same_day,capped,1
7372,it_services,6380.56,16,18283890.21,thin,fast,rejected,low,domestic,USD,low,V008545,220,next_day,none,0
7372,it_services,6380.56,16,18283890.21,thin,fast,rejected,low,domestic,USD,low,V008545,220,next_day,capped,1
5172,fuel_energy,664.41,9,615377.47,thin,standard,never_offered,medium,domestic,USD,low,V008546,150,next_day,none,1
5172,fuel_energy,664.41,9,615377.47,thin,standard,never_offered,medium,domestic,USD,low,V008546,80,next_day,capped,1
5199,industrial,1549.81,5,1653223.6,moderate,fast,never_offered,medium,cross_border,other,low,V008547,150,next_day,none,1
5199,industrial,1549.81,5,1653223.6,moderate,fast,never_offered,medium,cross_border,other,low,V008547,80,same_day,none,1
5065,industrial,3141.66,24,9819858.63,thin,fast,never_offered,high,domestic,USD,low,V008548,80,next_day,none,1
5065,industrial,3141.66,24,9819858.63,thin,fast,never_offered,high,domestic,USD,low,V008548,80,next_day,capped,1
5065,industrial,3363.25,27,21761204.07,moderate,fast,rejected,medium,domestic,USD,high,V008549,150,next_day,capped,1
5065,industrial,3363.25,27,21761204.07,moderate,fast,rejected,medium,domestic,USD,high,V008549,280,same_day,capped,0
7392,professional_services,2549.15,23,1611337.43,moderate,immediate,never_offered,medium,domestic,USD,medium,V008550,220,same_day,none,1
7392,professional_services,2549.15,23,1611337.43,moderate,immediate,never_offered,medium,domestic,USD,medium,V008550,280,same_day,capped,1
5172,fuel_energy,2199.79,30,16965148.61,healthy,standard,rejected,low,cross_border,GBP,low,V008551,80,next_day,capped,0
5172,fuel_energy,2199.79,30,16965148.61,healthy,standard,rejected,low,cross_border,GBP,low,V008551,280,next_day,capped,0
5065,industrial,824.09,12,997984.54,moderate,fast,rejected,medium,cross_border,other,medium,V008552,220,next_day,capped,1
5065,industrial,824.09,12,997984.54,moderate,fast,rejected,medium,cross_border,other,medium,V008552,280,next_day,capped,0
5734,software,2943.2,10,1640026.36,moderate,fast,never_offered,medium,domestic,USD,high,V008553,220,next_day,capped,1
5734,software,2943.2,10,1640026.36,moderate,fast,never_offered,medium,domestic,USD,high,V008553,80,same_day,capped,0
5734,software,7951.39,5,6091886.46,healthy,fast,never_offered,low,domestic,USD,high,V008554,220,next_day,none,1
5734,software,7951.39,5,6091886.46,healthy,fast,never_offered,low,domestic,USD,high,V008554,150,same_day,none,1
8911,engineering,17716.87,5,18746665.75,thin,fast,rejected,low,domestic,USD,medium,V008555,80,same_day,none,1
8911,engineering,17716.87,5,18746665.75,thin,fast,rejected,low,domestic,USD,medium,V008555,220,next_day,none,0
5137,office_supplies,399.37,38,4470843.44,healthy,standard,never_offered,medium,domestic,USD,medium,V008556,150,next_day,capped,1
5137,office_supplies,399.37,38,4470843.44,healthy,standard,never_offered,medium,domestic,USD,medium,V008556,150,next_day,capped,1
5172,fuel_energy,1922.9,17,8684461.23,moderate,standard,never_offered,low,domestic,USD,low,V008557,220,next_day,capped,0
5172,fuel_energy,1922.9,17,8684461.23,moderate,standard,never_offered,low,domestic,USD,low,V008557,280,same_day,capped,0
5065,industrial,2720.08,8,4144828.93,healthy,fast,rejected,high,domestic,USD,low,V008558,150,same_day,capped,1
5065,industrial,2720.08,8,4144828.93,healthy,fast,rejected,high,domestic,USD,low,V008558,150,next_day,capped,1
5111,office_supplies,126.13,30,1130704.6,moderate,standard,never_offered,low,domestic,USD,medium,V008559,80,next_day,capped,1
5111,office_supplies,126.13,30,1130704.6,moderate,standard,never_offered,low,domestic,USD,medium,V008559,220,next_day,capped,1
5199,industrial,108.92,10,227726.34,thin,immediate,never_offered,low,domestic,USD,low,V008560,280,next_day,capped,0
5199,industrial,108.92,10,227726.34,thin,immediate,never_offered,low,domestic,USD,low,V008560,280,same_day,none,0
5734,software,571.47,14,1653595.84,healthy,standard,accepted,low,cross_border,EUR,low,V008561,220,next_day,none,1
5734,software,571.47,14,1653595.84,healthy,standard,accepted,low,cross_border,EUR,low,V008561,80,same_day,none,1
5199,industrial,2610.28,11,1056422.92,moderate,immediate,rejected,high,domestic,USD,low,V008562,150,same_day,capped,0
5199,industrial,2610.28,11,1056422.92,moderate,immediate,rejected,high,domestic,USD,low,V008562,280,next_day,none,0
5169,chemicals,8078.89,7,8409523.94,healthy,standard,rejected,high,domestic,USD,low,V008563,220,next_day,none,1
5169,chemicals,8078.89,7,8409523.94,healthy,standard,rejected,high,domestic,USD,low,V008563,150,next_day,capped,0
7399,professional_services,215.71,9,222792.67,thin,immediate,accepted,low,cross_border,GBP,low,V008564,150,same_day,capped,1
7399,professional_services,215.71,9,222792.67,thin,immediate,accepted,low,cross_border,GBP,low,V008564,80,same_day,capped,1
8911,engineering,2438.21,15,10017699.59,moderate,standard,rejected,medium,domestic,USD,high,V008565,80,same_day,none,0
8911,engineering,2438.21,15,10017699.59,moderate,standard,rejected,medium,domestic,USD,high,V008565,280,same_day,none,0
5199,industrial,570.68,14,1170324.44,thin,standard,never_offered,low,cross_border,EUR,low,V008566,280,next_day,none,0
5199,industrial,570.68,14,1170324.44,thin,standard,never_offered,low,cross_border,EUR,low,V008566,220,next_day,none,1
5199,industrial,702.85,13,61304.73,moderate,standard,accepted,medium,cross_border,GBP,high,V008567,220,next_day,none,1
5199,industrial,702.85,13,61304.73,moderate,standard,accepted,medium,cross_border,GBP,high,V008567,80,same_day,capped,1
4214,freight_logistics,5782.16,9,7330656.21,moderate,standard,rejected,medium,cross_border,EUR,high,V008568,150,next_day,none,1
4214,freight_logistics,5782.16,9,7330656.21,moderate,standard,rejected,medium,cross_border,EUR,high,V008568,220,same_day,none,0
7399,professional_services,1297.5,2,43715.43,thin,fast,never_offered,low,domestic,USD,medium,V008569,220,next_day,none,1
7399,professional_services,1297.5,2,43715.43,thin,fast,never_offered,low,domestic,USD,medium,V008569,80,next_day,capped,1
4214,freight_logistics,13614.35,20,31523700.96,thin,immediate,never_offered,high,domestic,USD,low,V008570,80,next_day,none,1
4214,freight_logistics,13614.35,20,31523700.96,thin,immediate,never_offered,high,domestic,USD,low,V008570,150,same_day,capped,0
5169,chemicals,6414.01,8,14441702.02,moderate,standard,never_offered,low,domestic,USD,low,V008571,220,next_day,capped,1
5169,chemicals,6414.01,8,14441702.02,moderate,standard,never_offered,low,domestic,USD,low,V008571,280,same_day,none,0
7399,professional_services,449.69,7,57764.75,healthy,standard,never_offered,high,domestic,USD,low,V008572,80,next_day,capped,1
