vendor_id,rail,rate_bps,settlement,fee_cap,p_accept,e_ltv
V008426,virtual_card,150,next_day,capped,0.8,1280215.88
V008427,virtual_card,280,next_day,none,0.449,36211.55
V008428,virtual_card,220,same_day,none,0.643,223552.58
V008429,ach_flat,0,next_day,n/a,0.97,68274.58
V008430,virtual_card,280,next_day,none,0.458,71112.64
V008431,virtual_card,280,next_day,capped,0.451,29892.85
V008432,virtual_card,280,same_day,none,0.675,7259.85
V008433,virtual_card,280,next_day,none,0.412,15186.29
V008434,virtual_card,280,same_day,capped,0.795,1278146.0
V008435,ach_flat,0,next_day,n/a,0.97,38233.4
V008436,virtual_card,280,next_day,none,0.708,190890.72
V008437,virtual_card,150,next_day,none,0.502,2334.9
V008438,virtual_card,280,same_day,none,0.593,686065.75
V008439,virtual_card,220,next_day,capped,0.404,8641.5
V008440,ach_flat,0,next_day,n/a,0.97,7702.76
V008441,virtual_card,280,same_day,none,0.548,103362.0
V008442,virtual_card,150,next_day,capped,0.493,524578.44
V008443,virtual_card,280,next_day,none,0.667,152871.06
V008444,virtual_card,280,same_day,none,0.417,30966.47
V008445,virtual_card,280,next_day,none,0.858,10917.07
V008446,ach_flat,0,next_day,n/a,0.97,30237.85
V008447,virtual_card,220,next_day,capped,0.493,2529062.25
V008448,virtual_card,280,same_day,none,0.675,107476.88
V008449,virtual_card,280,same_day,none,0.911,23117.02
V008450,virtual_card,80,same_day,none,0.588,307596.78
V008451,virtual_card,280,same_day,none,0.436,44551.88
V008452,virtual_card,80,next_day,none,0.562,7249.35
V008453,virtual_card,280,next_day,capped,0.898,90131.04
V008454,virtual_card,280,same_day,none,0.668,263405.81
V008455,virtual_card,220,same_day,capped,0.476,16260.33
V008456,virtual_card,280,next_day,capped,0.855,22729.98
V008457,virtual_card,280,next_day,capped,0.871,22026.1
V008458,virtual_card,280,next_day,none,0.575,57410.17
V008459,virtual_card,280,next_day,capped,0.525,146792.62
V008460,ach_flat,0,next_day,n/a,0.97,90025.49
V008461,virtual_card,150,same_day,none,0.493,289509.09
V008462,virtual_card,150,next_day,capped,0.48,24797.08
V008463,virtual_card,280,same_day,none,0.741,110556.94
V008464,virtual_card,150,next_day,none,0.501,10132.73
V008465,virtual_card,150,next_day,none,0.525,3448.53
V008466,virtual_card,150,same_day,none,0.447,544729.12
V008467,virtual_card,280,same_day,capped,0.633,604467.31
V008468,virtual_card,220,same_day,capped,0.437,15209.34
V008469,virtual_card,280,same_day,none,0.594,212403.89
V008470,virtual_card,280,next_day,capped,0.896,10473.88
V008471,ach_flat,0,next_day,n/a,0.97,120548.94
V008472,virtual_card,150,next_day,capped,0.829,1215510.88
V008473,ach_flat,0,next_day,n/a,0.97,29429.05
V008474,virtual_card,220,same_day,none,0.447,63013.3
V008475,virtual_card,280,same_day,none,0.775,157130.48
V008476,ach_flat,0,next_day,n/a,0.97,24528.4
V008477,ach_flat,0,next_day,n/a,0.97,43047.27
V008478,ach_flat,0,next_day,n/a,0.97,18491.23
V008479,virtual_card,280,same_day,capped,0.846,2228834.75
V008480,ach_flat,0,next_day,n/a,0.97,7332.53
V008481,virtual_card,280,next_day,none,0.501,357715.62
V008482,virtual_card,280,same_day,capped,0.926,45672.7
V008483,virtual_card,280,next_day,capped,0.798,387440.22
V008484,virtual_card,150,same_day,none,0.457,193296.67
V008485,virtual_card,150,next_day,none,0.519,44710.95
V008486,virtual_card,280,next_day,capped,0.887,512274.88
V008487,virtual_card,220,same_day,none,0.485,33857.84
V008488,ach_flat,0,next_day,n/a,0.97,2293.17
V008489,virtual_card,220,same_day,none,0.551,28621.61
V008490,virtual_card,150,same_day,none,0.523,166533.67
V008491,virtual_card,280,next_day,capped,0.813,58694.79
V008492,virtual_card,280,same_day,capped,0.513,48399.68
V008493,virtual_card,220,same_day,none,0.544,150623.34
V008494,virtual_card,280,next_day,capped,0.556,54553.46
V008495,virtual_card,80,next_day,none,0.491,3016.55
V008496,virtual_card,150,next_day,none,0.473,65371.98
V008497,virtual_card,220,same_day,none,0.455,36944.43
V008498,ach_flat,0,next_day,n/a,0.97,22835.42
V008499,ach_flat,0,next_day,n/a,0.97,2603.73
V008500,virtual_card,220,next_day,capped,0.529,17743.96
V008501,virtual_card,280,same_day,none,0.66,106862.18
V008502,virtual_card,280,next_day,none,0.717,111033.23
V008503,virtual_card,280,same_day,none,0.653,200770.09
V008504,virtual_card,280,next_day,none,0.634,651265.62
V008505,virtual_card,150,same_day,none,0.478,338824.47
V008506,ach_flat,0,next_day,n/a,0.97,29662.66
V008507,virtual_card,280,same_day,none,0.733,4823.29
V008508,virtual_card,280,same_day,none,0.823,523546.88
V008509,ach_flat,0,next_day,n/a,0.97,51370.23
V008510,virtual_card,280,next_day,none,0.554,1239040.5
V008511,virtual_card,150,same_day,none,0.466,1817094.25
V008512,virtual_card,280,same_day,none,0.598,38474.7
V008513,virtual_card,280,next_day,none,0.509,158979.47
V008514,virtual_card,280,same_day,none,0.586,1601.12
V008515,virtual_card,220,next_day,none,0.411,1718.86
V008516,virtual_card,280,next_day,capped,0.909,3748087.5
V008517,virtual_card,280,same_day,capped,0.717,74207.01
V008518,virtual_card,280,same_day,none,0.819,210447.48
V008519,virtual_card,150,same_day,none,0.47,97990.83
V008520,virtual_card,280,same_day,none,0.582,2766748.5
V008521,virtual_card,280,same_day,none,0.821,24536.35
V008522,ach_flat,0,next_day,n/a,0.97,30302.35
V008523,virtual_card,280,same_day,none,0.479,55773.56
V008524,virtual_card,280,same_day,none,0.68,7573.3
V008525,ach_flat,0,next_day,n/a,0.97,40563.12
V008526,virtual_card,280,same_day,none,0.517,12030.58
V008527,virtual_card,220,same_day,none,0.466,130407.19
V008528,ach_flat,0,next_day,n/a,0.97,40091.22
V008529,virtual_card,80,next_day,none,0.452,24858.92
V008530,virtual_card,220,same_day,none,0.469,37322.66
V008531,virtual_card,280,next_day,none,0.5,9102.9
V008532,virtual_card,220,same_day,none,0.614,72157.66
V008533,ach_flat,0,next_day,n/a,0.97,4691.74
V008534,virtual_card,280,same_day,none,0.74,203395.06
V008535,virtual_card,150,next_day,capped,0.448,18699.58
V008536,virtual_card,280,next_day,capped,0.866,28436.19
V008537,ach_flat,0,next_day,n/a,0.97,26615.97
V008538,virtual_card,220,next_day,none,0.563,5248.29
V008539,virtual_card,150,same_day,none,0.416,349464.16
V008540,virtual_card,280,same_day,none,0.85,235274.56
V008541,virtual_card,80,next_day,capped,0.424,23348.61
V008542,ach_flat,0,next_day,n/a,0.97,12438.33
V008543,virtual_card,280,same_day,none,0.715,624329.81
V008544,virtual_card,220,same_day,none,0.563,66357.98
V008545,virtual_card,150,same_day,none,0.474,276922.66
V008546,virtual_card,150,next_day,none,0.42,16667.57
V008547,virtual_card,280,same_day,none,0.412,45890.47
V008548,virtual_card,220,same_day,none,0.438,220458.67
V008549,virtual_card,220,same_day,none,0.428,473540.66
V008550,virtual_card,280,same_day,none,0.796,87535.58
V008551,ach_flat,0,next_day,n/a,0.97,115322.51
V008552,virtual_card,150,same_day,capped,0.45,20277.93
V008553,virtual_card,280,same_day,none,0.597,62543.29
V008554,virtual_card,280,same_day,capped,0.766,311618.69
V008555,virtual_card,80,next_day,none,0.551,206599.41
V008556,virtual_card,280,next_day,capped,0.81,300852.0
V008557,virtual_card,80,next_day,none,0.47,112309.56
V008558,virtual_card,280,same_day,none,0.656,182210.92
V008559,ach_flat,0,next_day,n/a,0.97,134108.95
V008560,ach_flat,0,next_day,n/a,0.97,31001.5
V008561,virtual_card,280,next_day,capped,0.867,106774.38
V008562,virtual_card,280,same_day,none,0.506,35139.73
V008563,virtual_card,220,next_day,none,0.4,178564.83
V008564,ach_flat,0,next_day,n/a,0.97,15132.51
V008565,virtual_card,220,next_day,none,0.403,238692.78
V008566,ach_flat,0,next_day,n/a,0.97,30401.31
V008567,ach_flat,0,next_day,n/a,0.97,948.35
V008568,ach_flat,0,next_day,n/a,0.97,18657.09
V008569,virtual_card,220,same_day,none,0.484,501.12
V008570,virtual_card,220,same_day,none,0.504,753686.94
V008571,virtual_card,150,next_day,capped,0.464,253400.03
V008572,virtual_card,280,next_day,capped,0.748,3310.71
V008573,virtual_card,280,next_day,capped,0.539,29389.11
V008574,virtual_card,280,same_day,none,0.646,309354.19
V008575,virtual_card,220,same_day,none,0.558,70936.24
V008576,virtual_card,280,same_day,capped,0.488,20755.49
V008577,virtual_card,280,same_day,none,0.794,410854.03
V008578,ach_flat,0,next_day,n/a,0.97,39867.38
V008579,virtual_card,150,same_day,none,0.545,14043.72
V008580,virtual_card,150,next_day,capped,0.524,106746.68
V008581,virtual_card,150,next_day,none,0.436,62249.59
V008582,virtual_card,220,next_day,capped,0.425,5236.91
V008583,virtual_card,280,next_day,none,0.44,156414.91
V008584,ach_flat,0,next_day,n/a,0.97,8285.52
V008585,virtual_card,280,same_day,none,0.613,17377.64
V008586,ach_flat,0,next_day,n/a,0.97,8899.77
V008587,virtual_card,280,next_day,none,0.466,269653.72
V008588,ach_flat,0,next_day,n/a,0.97,14383.17
V008589,virtual_card,280,next_day,none,0.451,43700.89
V008590,virtual_card,150,same_day,none,0.512,81648.6
V008591,virtual_card,280,next_day,none,0.511,418758.44
V008592,virtual_card,280,same_day,none,0.444,33287.32
V008593,ach_flat,0,next_day,n/a,0.97,22954.9
V008594,ach_flat,0,next_day,n/a,0.97,13545.56
V008595,virtual_card,150,next_day,none,0.499,19530.33
V008596,virtual_card,280,same_day,capped,0.457,102784.02
V008597,virtual_card,150,next_day,none,0.505,177061.42
V008598,virtual_card,220,same_day,none,0.498,190678.33
V008599,ach_flat,0,next_day,n/a,0.97,6401.09
V008600,virtual_card,280,next_day,none,0.72,1987958.62
V008601,virtual_card,150,same_day,capped,0.471,15585.01
V008602,virtual_card,280,same_day,none,0.409,121060.56
V008603,ach_flat,0,next_day,n/a,0.97,98233.33
V008604,virtual_card,150,next_day,none,0.641,293144.91
V008605,virtual_card,150,same_day,none,0.509,9237.48
V008606,virtual_card,280,next_day,capped,0.511,61910.04
V008607,virtual_card,280,next_day,capped,0.619,655488.0
V008608,ach_flat,0,next_day,n/a,0.97,13959.98
V008609,virtual_card,280,same_day,capped,0.941,64079.63
V008610,virtual_card,280,next_day,none,0.549,776442.25
V008611,virtual_card,280,next_day,capped,0.745,153681.08
V008612,virtual_card,280,next_day,none,0.743,1176237.62
V008613,virtual_card,280,same_day,none,0.627,215292.17
V008614,virtual_card,220,same_day,none,0.624,109347.81
V008615,virtual_card,80,next_day,capped,0.473,71934.88
V008616,virtual_card,150,next_day,none,0.522,178017.78
V008617,virtual_card,220,same_day,none,0.438,32579.81
V008618,virtual_card,280,same_day,none,0.672,12072.67
V008619,virtual_card,280,same_day,none,0.711,280616.62
V008620,ach_flat,0,next_day,n/a,0.97,60168.87
V008621,virtual_card,280,same_day,capped,0.738,1052499.0
V008622,virtual_card,80,next_day,none,0.504,339600.59
V008623,virtual_card,280,next_day,capped,0.784,58862.19
V008624,virtual_card,280,same_day,none,0.744,391539.16
V008625,virtual_card,280,next_day,capped,0.485,144786.22
V008626,virtual_card,280,next_day,capped,0.715,640122.38
V008627,virtual_card,220,next_day,none,0.42,75109.79
V008628,virtual_card,280,next_day,none,0.457,22367.66
V008629,virtual_card,150,next_day,none,0.47,4122.02
V008630,ach_flat,0,next_day,n/a,0.97,7103.23
V008631,ach_flat,0,next_day,n/a,0.97,136.09
V008632,ach_flat,0,next_day,n/a,0.97,38554.83
V008633,virtual_card,80,next_day,none,0.517,20191.19
V008634,virtual_card,150,next_day,none,0.497,355790.19
V008635,virtual_card,280,next_day,none,0.589,12271.42
V008636,virtual_card,80,next_day,none,0.575,62968.34
V008637,virtual_card,80,next_day,none,0.44,6713.29
V008638,virtual_card,280,same_day,none,0.738,136007.23
V008639,ach_flat,0,next_day,n/a,0.97,39342.1
V008640,virtual_card,280,next_day,none,0.784,6951907.0
V008641,virtual_card,150,same_day,capped,0.754,1446920.38
V008642,ach_flat,0,next_day,n/a,0.97,25272.02
V008643,virtual_card,150,next_day,capped,0.504,238064.12
V008644,virtual_card,220,same_day,none,0.525,10412.63
V008645,virtual_card,280,next_day,none,0.59,348894.88
V008646,virtual_card,220,same_day,none,0.497,19921.96
V008647,virtual_card,220,same_day,none,0.538,17185.35
V008648,virtual_card,220,same_day,none,0.715,2255572.75
V008649,virtual_card,280,next_day,capped,0.796,9199.95
V008650,virtual_card,220,same_day,capped,0.493,1689585.12
V008651,virtual_card,220,same_day,none,0.464,26077.66
V008652,ach_flat,0,next_day,n/a,0.97,31777.76
V008653,ach_flat,0,next_day,n/a,0.97,4529.1
V008654,virtual_card,280,same_day,none,0.463,64200.23
V008655,virtual_card,280,next_day,none,0.562,286895.38
V008656,virtual_card,280,same_day,capped,0.64,29691.31
V008657,ach_flat,0,next_day,n/a,0.97,13403.08
V008658,virtual_card,220,same_day,none,0.648,396300.12
V008659,virtual_card,80,next_day,capped,0.861,5743562.0
V008660,virtual_card,280,same_day,capped,0.583,25683.45
V008661,virtual_card,280,next_day,none,0.766,249009.92
V008662,virtual_card,280,same_day,none,0.501,22812.51
V008663,virtual_card,280,next_day,capped,0.925,524787.25
V008664,virtual_card,80,next_day,none,0.415,15849.97
V008665,virtual_card,280,same_day,none,0.737,103533.75
V008666,ach_flat,0,next_day,n/a,0.97,5829.35
V008667,ach_flat,0,next_day,n/a,0.97,11435.39
V008668,ach_flat,0,next_day,n/a,0.97,17040.51
V008669,virtual_card,150,next_day,capped,0.514,264949.56
V008670,virtual_card,220,same_day,none,0.434,2226.68
V008671,virtual_card,280,next_day,none,0.575,58663.55
V008672,virtual_card,280,same_day,none,0.78,29734.58
V008673,virtual_card,280,next_day,capped,0.789,106635.76
V008674,virtual_card,280,next_day,capped,0.855,235446.28
V008675,virtual_card,220,next_day,capped,0.53,42339.73
V008676,ach_flat,0,next_day,n/a,0.97,5530.83
V008677,virtual_card,80,next_day,none,0.567,17499.35
V008678,virtual_card,150,next_day,capped,0.613,28765.8
V008679,virtual_card,280,same_day,capped,0.829,31691.36
V008680,virtual_card,80,next_day,none,0.572,51351.48
V008681,virtual_card,280,next_day,none,0.485,40266.64
V008682,virtual_card,150,same_day,capped,0.41,531952.62
V008683,virtual_card,280,same_day,none,0.815,2293562.25
V008684,virtual_card,280,next_day,capped,0.797,109076.94
V008685,ach_flat,0,next_day,n/a,0.97,6154.78
V008686,virtual_card,280,next_day,none,0.57,19352.05
V008687,ach_flat,0,next_day,n/a,0.97,34688.82
V008688,virtual_card,280,next_day,none,0.625,38283.5
V008689,virtual_card,280,next_day,capped,0.718,4512.29
V008690,virtual_card,80,next_day,capped,0.535,494065.31
V008691,virtual_card,220,same_day,none,0.622,159356.45
V008692,ach_flat,0,next_day,n/a,0.97,29425.86
V008693,virtual_card,150,next_day,capped,0.809,1473011.12
V008694,virtual_card,280,next_day,capped,0.816,101118.41
V008695,virtual_card,220,next_day,none,0.694,142934.86
V008696,virtual_card,280,same_day,none,0.463,96572.45
V008697,virtual_card,280,same_day,none,0.571,91160.48
V008698,virtual_card,150,next_day,none,0.486,18236.86
V008699,virtual_card,280,next_day,capped,0.569,131000.45
V008700,virtual_card,150,same_day,capped,0.413,142029.75
V008701,virtual_card,150,next_day,none,0.473,56068.42
V008702,ach_flat,0,next_day,n/a,0.97,5542.08
V008703,virtual_card,280,same_day,capped,0.934,460688.03
V008704,virtual_card,280,same_day,none,0.442,16017.45
V008705,virtual_card,280,same_day,none,0.514,397177.5
V008706,virtual_card,280,same_day,none,0.738,106354.92
V008707,virtual_card,150,next_day,none,0.434,85847.97
V008708,virtual_card,280,same_day,none,0.761,110275.64
V008709,ach_flat,0,next_day,n/a,0.97,3731.86
V008710,virtual_card,280,next_day,capped,0.846,282815.0
V008711,virtual_card,280,next_day,none,0.514,43953.27
V008712,virtual_card,150,next_day,none,0.481,93643.22
V008713,virtual_card,150,same_day,none,0.438,406969.47
V008714,ach_flat,0,next_day,n/a,0.97,5501.71
V008715,virtual_card,220,same_day,none,0.416,61122.05
V008716,ach_flat,0,next_day,n/a,0.97,75121.93
V008717,virtual_card,280,next_day,none,0.642,48460.95
V008718,virtual_card,280,same_day,none,0.802,61049.53
V008719,virtual_card,280,same_day,none,0.873,7487.45
V008720,virtual_card,220,same_day,capped,0.55,901248.19
V008721,virtual_card,280,same_day,none,0.45,10976.08
V008722,virtual_card,280,next_day,none,0.529,82878.54
V008723,virtual_card,220,same_day,capped,0.783,4016747.5
V008724,ach_flat,0,next_day,n/a,0.97,11030.01
V008725,virtual_card,280,same_day,capped,0.886,704477.75
V008726,virtual_card,280,same_day,capped,0.688,233512.77
V008727,ach_flat,0,next_day,n/a,0.97,54051.01
V008728,virtual_card,280,next_day,none,0.585,3209.9
V008729,virtual_card,80,same_day,none,0.57,17558.43
V008730,ach_flat,0,next_day,n/a,0.97,5337.17
V008731,ach_flat,0,next_day,n/a,0.97,19657.16
V008732,virtual_card,150,next_day,none,0.493,54821.29
V008733,virtual_card,280,next_day,capped,0.808,86955.62
V008734,ach_flat,0,next_day,n/a,0.97,59322.1
V008735,ach_flat,0,next_day,n/a,0.97,3342.08
V008736,virtual_card,220,same_day,none,0.428,215342.88
V008737,virtual_card,80,next_day,capped,0.41,50654.83
V008738,virtual_card,220,next_day,capped,0.566,23813.91
V008739,virtual_card,280,next_day,capped,0.848,76954.4
V008740,virtual_card,280,same_day,none,0.442,578043.88
V008741,virtual_card,220,same_day,none,0.552,99931.5
V008742,virtual_card,280,next_day,capped,0.575,3549.14
V008743,ach_flat,0,next_day,n/a,0.97,42872.27
V008744,virtual_card,280,next_day,none,0.451,198398.7
V008745,virtual_card,80,next_day,none,0.41,38115.4
V008746,virtual_card,280,next_day,none,0.745,4817.05
V008747,virtual_card,150,next_day,none,0.691,294910.16
V008748,virtual_card,280,same_day,none,0.443,39316.94
V008749,virtual_card,150,same_day,none,0.437,2847.16
V008750,virtual_card,80,next_day,capped,0.464,163498.27
V008751,virtual_card,280,next_day,capped,0.794,227080.08
V008752,ach_flat,0,next_day,n/a,0.97,3362.72
V008753,virtual_card,150,same_day,none,0.431,10507.55
V008754,virtual_card,280,next_day,capped,0.671,143896.39
V008755,virtual_card,280,same_day,none,0.562,80438.23
V008756,virtual_card,280,next_day,capped,0.529,14858.55
V008757,virtual_card,280,same_day,capped,0.528,7055.94
V008758,virtual_card,220,same_day,none,0.469,155132.69
V008759,virtual_card,280,same_day,none,0.745,416610.34
V008760,ach_flat,0,next_day,n/a,0.97,13843.01
V008761,virtual_card,220,same_day,capped,0.447,362177.81
V008762,ach_flat,0,next_day,n/a,0.97,40598.77
V008763,virtual_card,150,next_day,capped,0.53,36163.37
V008764,virtual_card,280,same_day,none,0.67,5488.45
V008765,virtual_card,280,same_day,none,0.716,742390.75
V008766,virtual_card,220,same_day,none,0.422,123579.71
V008767,virtual_card,80,next_day,capped,0.576,47628.19
V008768,ach_flat,0,next_day,n/a,0.97,7356.27
V008769,virtual_card,280,same_day,none,0.605,88709.45
V008770,virtual_card,280,next_day,capped,0.427,26499.79
V008771,ach_flat,0,next_day,n/a,0.97,28593.85
V008772,virtual_card,280,same_day,none,0.863,373906.78
V008773,virtual_card,280,next_day,capped,0.837,218217.19
V008774,virtual_card,280,same_day,none,0.716,1759134.38
V008775,virtual_card,280,same_day,none,0.642,170585.23
V008776,virtual_card,280,next_day,capped,0.562,339571.78
V008777,virtual_card,280,next_day,capped,0.754,129520.84
V008778,virtual_card,280,same_day,capped,0.888,216403.44
V008779,virtual_card,280,same_day,capped,0.797,650385.5
V008780,virtual_card,280,same_day,none,0.599,235422.47
V008781,virtual_card,280,next_day,none,0.612,1666155.62
V008782,virtual_card,280,next_day,capped,0.602,143664.28
V008783,virtual_card,280,same_day,capped,0.476,146344.58
V008784,virtual_card,150,next_day,none,0.643,270717.5
V008785,ach_flat,0,next_day,n/a,0.97,14033.17
V008786,virtual_card,280,next_day,capped,0.581,11229.16
V008787,virtual_card,280,same_day,none,0.712,1108.18
V008788,virtual_card,150,next_day,capped,0.511,667498.88
V008789,ach_flat,0,next_day,n/a,0.97,21541.77
V008790,virtual_card,150,same_day,none,0.426,15476.53
V008791,virtual_card,220,same_day,none,0.402,127327.91
V008792,virtual_card,280,next_day,capped,0.859,725417.5
V008793,virtual_card,150,next_day,none,0.53,293460.28
V008794,virtual_card,280,next_day,capped,0.588,83697.43
V008795,virtual_card,220,same_day,none,0.568,420905.69
V008796,virtual_card,280,same_day,capped,0.69,30208.46
V008797,ach_flat,0,next_day,n/a,0.97,21626.06
V008798,virtual_card,280,next_day,none,0.582,54009.73
V008799,virtual_card,280,next_day,none,0.525,29026.04
V008800,virtual_card,220,same_day,none,0.61,181138.23
V008801,virtual_card,220,same_day,none,0.416,79581.86
V008802,virtual_card,280,same_day,none,0.833,240906.62
V008803,virtual_card,280,same_day,none,0.472,310458.38
V008804,virtual_card,280,next_day,capped,0.56,80350.29
V008805,ach_flat,0,next_day,n/a,0.97,15343.85
V008806,virtual_card,220,same_day,none,0.524,42547.77
V008807,virtual_card,280,same_day,capped,0.786,93815.21
V008808,virtual_card,280,same_day,none,0.497,87220.05
V008809,virtual_card,150,next_day,none,0.66,140149.42
V008810,virtual_card,280,next_day,capped,0.676,130206.11
V008811,virtual_card,280,next_day,capped,0.874,79706.0
V008812,ach_flat,0,next_day,n/a,0.97,9121.47
V008813,virtual_card,150,same_day,capped,0.579,13440.81
V008814,ach_flat,0,next_day,n/a,0.97,3576.76
V008815,virtual_card,280,same_day,capped,0.775,18717.21
V008816,virtual_card,80,next_day,none,0.424,18362.55
V008817,virtual_card,280,next_day,none,0.777,321226.97
V008818,virtual_card,220,same_day,none,0.499,2415.34
V008819,ach_flat,0,next_day,n/a,0.97,2691.25
V008820,virtual_card,280,same_day,none,0.68,179648.02
V008821,virtual_card,150,same_day,none,0.429,40361.84
V008822,virtual_card,280,same_day,capped,0.904,104407.7
V008823,ach_flat,0,next_day,n/a,0.97,57873.21
V008824,ach_flat,0,next_day,n/a,0.97,27640.32
V008825,virtual_card,150,same_day,capped,0.494,9116.71
V008826,virtual_card,220,next_day,capped,0.402,101433.36
V008827,virtual_card,280,next_day,capped,0.826,261570.33
V008828,virtual_card,280,next_day,capped,0.812,55880.16
V008829,virtual_card,280,same_day,none,0.424,55526.91
V008830,virtual_card,220,same_day,none,0.698,50809.93
V008831,virtual_card,280,next_day,none,0.448,95254.65
V008832,virtual_card,280,same_day,none,0.745,45453.38
V008833,virtual_card,150,same_day,capped,0.408,854782.75
V008834,virtual_card,80,same_day,none,0.508,148761.0
V008835,virtual_card,280,same_day,capped,0.925,20149.69
V008836,virtual_card,220,same_day,none,0.619,110507.39
V008837,ach_flat,0,next_day,n/a,0.97,9788.77
V008838,virtual_card,150,next_day,none,0.446,28824.31
V008839,virtual_card,280,same_day,none,0.65,230415.14
V008840,ach_flat,0,next_day,n/a,0.97,5131.13
V008841,virtual_card,280,same_day,none,0.602,78295.97
V008842,ach_flat,0,next_day,n/a,0.97,13984.43
V008843,virtual_card,220,same_day,none,0.606,204943.5
V008844,virtual_card,220,next_day,none,0.433,108954.23
V008845,virtual_card,280,next_day,capped,0.641,248455.95
V008846,ach_flat,0,next_day,n/a,0.97,21027.03
V008847,virtual_card,80,next_day,capped,0.606,1281009.25
V008848,ach_flat,0,next_day,n/a,0.97,42976.07
V008849,virtual_card,280,next_day,capped,0.655,99807.46
V008850,virtual_card,280,next_day,capped,0.805,108836.34
V008851,virtual_card,280,next_day,capped,0.71,479606.5
V008852,virtual_card,220,same_day,none,0.535,50095.4
V008853,virtual_card,280,next_day,capped,0.801,9976.51
V008854,virtual_card,280,next_day,none,0.785,11903.43
V008855,virtual_card,150,same_day,none,0.501,58077.57
V008856,virtual_card,280,next_day,none,0.409,51775.67
V008857,virtual_card,280,same_day,none,0.507,1386078.88
V008858,virtual_card,220,next_day,none,0.473,22245.17
V008859,virtual_card,150,same_day,none,0.42,66735.41
V008860,ach_flat,0,next_day,n/a,0.97,24371.1
V008861,virtual_card,280,same_day,capped,0.806,68250.16
V008862,virtual_card,280,same_day,none,0.599,73705.93
V008863,virtual_card,280,same_day,none,0.609,31649.41
V008864,virtual_card,220,same_day,capped,0.709,739635.81
V008865,ach_flat,0,next_day,n/a,0.97,23032.2
V008866,virtual_card,280,same_day,none,0.546,21622.67
V008867,ach_flat,0,next_day,n/a,0.97,69908.61
V008868,ach_flat,0,next_day,n/a,0.97,72148.97
V008869,ach_flat,0,next_day,n/a,0.97,84597.54
V008870,ach_flat,0,next_day,n/a,0.97,55913.42
V008871,virtual_card,280,same_day,none,0.746,301329.78
V008872,virtual_card,280,same_day,none,0.654,104899.98
V008873,ach_flat,0,next_day,n/a,0.97,27664.28
V008874,virtual_card,220,same_day,none,0.482,418679.84
V008875,virtual_card,280,same_day,none,0.431,77283.41
V008876,virtual_card,280,same_day,none,0.519,58300.59
V008877,ach_flat,0,next_day,n/a,0.97,21946.12
V008878,virtual_card,280,same_day,none,0.809,98104.19
V008879,virtual_card,280,same_day,none,0.775,10553.25
V008880,virtual_card,150,same_day,none,0.501,38334.0
V008881,virtual_card,80,next_day,none,0.545,58911.87
V008882,virtual_card,220,next_day,capped,0.572,20897.53
V008883,virtual_card,280,same_day,none,0.817,117874.71
V008884,virtual_card,280,same_day,none,0.519,1368.11
V008885,virtual_card,220,same_day,none,0.678,38200.73
V008886,ach_flat,0,next_day,n/a,0.97,2515.37
V008887,virtual_card,280,next_day,capped,0.809,41952.68
V008888,virtual_card,220,same_day,none,0.68,107223.78
V008889,virtual_card,80,next_day,capped,0.611,34076.64
V008890,virtual_card,280,same_day,capped,0.437,426176.88
V008891,virtual_card,220,same_day,none,0.439,67923.48
V008892,virtual_card,220,same_day,capped,0.472,105683.77
V008893,virtual_card,220,same_day,capped,0.49,2086270.12
V008894,virtual_card,220,same_day,capped,0.432,47328.46
V008895,virtual_card,150,same_day,none,0.469,54689.34
V008896,virtual_card,220,same_day,capped,0.545,347393.88
V008897,virtual_card,280,next_day,none,0.556,25459.67
V008898,virtual_card,220,same_day,capped,0.529,3027819.25
V008899,virtual_card,220,same_day,none,0.412,43715.33
V008900,ach_flat,0,next_day,n/a,0.97,1381.48
V008901,virtual_card,80,same_day,none,0.516,5063.31
V008902,virtual_card,220,same_day,none,0.515,97787.98
V008903,virtual_card,280,next_day,none,0.577,141506.77
V008904,virtual_card,280,next_day,none,0.543,300428.44
V008905,ach_flat,0,next_day,n/a,0.97,1677.77
V008906,virtual_card,280,same_day,none,0.789,2777.53
V008907,virtual_card,280,same_day,none,0.572,187919.25
V008908,virtual_card,280,same_day,none,0.63,66091.9
V008909,virtual_card,280,same_day,none,0.81,261813.73
V008910,virtual_card,150,same_day,none,0.497,23797.55
V008911,ach_flat,0,next_day,n/a,0.97,8944.13
V008912,virtual_card,80,next_day,none,0.416,136593.73
V008913,virtual_card,220,next_day,none,0.425,335614.56
V008914,virtual_card,280,same_day,none,0.456,43123.81
V008915,virtual_card,220,next_day,capped,0.601,995362.69
V008916,virtual_card,280,next_day,capped,0.912,723723.94
V008917,virtual_card,220,same_day,none,0.465,397487.31
V008918,virtual_card,220,next_day,none,0.453,132482.58
V008919,ach_flat,0,next_day,n/a,0.97,21549.47
V008920,virtual_card,80,next_day,none,0.498,114311.88
V008921,ach_flat,0,next_day,n/a,0.97,1326.16
V008922,virtual_card,220,next_day,capped,0.472,12946.31
V008923,ach_flat,0,next_day,n/a,0.97,3867.17
V008924,virtual_card,150,next_day,none,0.529,1797.59
V008925,virtual_card,280,same_day,none,0.902,107354.65
V008926,virtual_card,280,same_day,none,0.472,47829.99
V008927,virtual_card,280,same_day,capped,0.573,1935091.0
V008928,virtual_card,220,same_day,none,0.457,9435.8
