mcc,avg_ticket,max_ticket,monthly_txn_count,annual_spend,tenure_months,is_new_to_platform,current_payment_method,card_acceptance_history,past_data_quality_score,days_sales_outstanding,strategic_vendor,risk_level,metadata_strategy
5085,923.22,7068.61,23,254808.72,127,False,ach,rejected,0.559,63,True,low,send_minimal
7399,3520.77,25872.94,9,380243.16,122,False,card,accepted,0.797,46,False,low,send_minimal
7399,574.15,944.5,5,34449.0,78,False,check,rejected,0.937,56,False,medium,send_partial
5085,681.96,4302.6,3,24550.56,4,True,ach,never_offered,1.0,52,False,low,send_full
5085,1840.73,6353.48,5,110443.8,3,True,card,never_offered,,61,False,medium,send_minimal
5734,2380.63,9172.2,1,28567.56,52,False,ach,accepted,0.488,13,False,medium,send_minimal
5065,890.38,4365.47,18,192322.08,5,True,ach,accepted,0.99,51,False,medium,send_minimal
7392,10084.71,53477.34,6,726099.12,2,True,ach,rejected,1.0,39,False,low,send_partial
4214,8939.08,36424.98,10,1072689.6,31,False,check,rejected,0.979,42,False,medium,send_minimal
7392,761.93,1831.86,20,182863.2,3,True,check,never_offered,1.0,41,False,low,send_minimal
5122,3521.95,10529.42,15,633951.0,0,True,check,never_offered,0.336,36,False,medium,send_minimal
5111,349.75,2524.06,14,58758.0,134,False,check,rejected,0.261,57,False,low,send_minimal
7372,6917.22,20456.63,9,747059.76,1,True,check,never_offered,,54,False,medium,send_minimal
5065,960.03,4052.83,11,126723.96,159,False,ach,rejected,,25,False,medium,send_minimal
5211,1488.53,5236.76,20,357247.2,2,True,card,never_offered,,47,False,medium,send_minimal
5172,4693.51,33771.42,16,901153.92,146,False,card,accepted,0.531,58,True,high,send_minimal
7392,1961.44,11626.17,16,376596.48,24,False,check,rejected,0.89,50,False,low,send_partial
5122,2495.97,16105.5,9,269564.76,83,False,check,rejected,0.633,68,False,low,send_minimal
7392,721.11,5095.2,10,17999548.583660796,31,False,check,rejected,0.709,44,True,medium,send_minimal
7372,7424.13,24553.12,5,445447.8,25,False,ach,accepted,0.787,35,False,low,send_minimal
5122,2379.33,11513.59,11,314071.56,70,False,card,accepted,0.481,32,False,low,send_minimal
5169,3543.59,22871.59,15,637846.2,0,True,ach,accepted,0.834,35,False,low,send_minimal
5065,10248.58,57306.11,24,2951591.04,109,False,ach,rejected,,12,False,medium,send_minimal
5172,5821.83,36904.14,24,1676687.04,98,False,ach,rejected,0.424,40,True,high,send_minimal
5122,3204.58,5766.17,15,576824.4,66,False,check,accepted,0.425,63,False,low,send_minimal
5085,10484.68,59529.21,2,251632.32,4,True,check,never_offered,0.534,28,False,medium,send_partial
5211,5174.43,30757.16,28,1738608.48,3,True,ach,rejected,,66,False,low,send_minimal
5211,980.9,1663.59,18,23816912.662049886,27,False,check,rejected,0.558,55,False,medium,send_minimal
5085,1481.39,2558.16,16,284426.88,149,False,card,rejected,0.574,56,False,medium,send_minimal
5111,684.12,2258.56,5,41047.2,170,False,check,accepted,0.205,30,False,low,send_minimal
5085,2009.15,8220.85,8,192878.4,5,True,card,never_offered,0.643,31,False,low,send_minimal
7372,817.23,6279.75,49,480531.24,144,False,ach,rejected,0.721,54,False,medium,send_minimal
5169,1232.91,7912.23,3,44384.76,83,False,ach,rejected,0.467,43,False,high,send_partial
5085,975.66,3276.6,27,316113.84,0,True,ach,accepted,0.887,59,False,high,send_minimal
5111,620.03,3287.14,13,96724.68,167,False,check,rejected,0.31,64,False,medium,send_minimal
8911,7435.87,28189.9,14,1249226.16,98,False,card,accepted,0.881,20,False,low,send_minimal
5122,4530.39,31699.0,15,815470.2,50,False,card,accepted,0.732,37,False,medium,send_minimal
7372,5006.91,8109.67,2,120165.84,158,False,ach,accepted,0.33,34,False,medium,send_minimal
5199,768.94,5426.19,12,110727.36,115,False,ach,rejected,0.778,48,False,low,send_minimal
5111,246.57,382.99,5,14794.2,100,False,ach,accepted,0.452,59,False,medium,send_minimal
5137,528.21,818.95,20,126770.4,67,False,check,rejected,0.402,77,False,high,send_minimal
5065,1341.94,9461.71,12,193239.36,140,False,ach,rejected,0.443,54,False,low,send_minimal
7392,4384.14,12566.33,21,1104803.28,3,True,check,never_offered,0.549,44,False,low,send_minimal
5169,651.29,1416.44,11,85970.28,26,False,check,rejected,1.0,34,False,low,send_minimal
5199,309.4,2332.32,24,89107.2,98,False,card,rejected,0.815,43,False,low,send_minimal
5111,298.99,710.17,7,25115.16,149,False,ach,rejected,0.629,46,False,low,send_minimal
7399,1642.64,3799.72,23,453368.64,5,True,card,never_offered,,52,False,medium,send_partial
5122,947.51,5224.63,5,56850.6,74,False,card,accepted,0.916,50,False,medium,send_minimal
5211,858.3,5365.32,28,288388.8,45,False,ach,rejected,0.558,46,False,medium,send_minimal
4214,7214.13,41803.33,5,432847.8,110,False,check,accepted,0.855,39,True,low,send_minimal
7372,4399.3,20832.27,18,950248.8,9,False,card,accepted,0.644,38,False,low,send_minimal
5734,1150.29,1985.71,4,55213.92,1,True,ach,never_offered,0.487,56,False,low,send_partial
4214,11417.7,43632.15,17,2329210.8,4,True,check,never_offered,,64,False,high,send_minimal
5111,242.62,757.65,12,34937.28,1,True,ach,never_offered,0.873,25,False,low,send_full
8911,3028.42,9364.68,14,508774.56,3,True,check,never_offered,1.0,73,False,low,send_full
5211,2048.88,11866.45,5,122932.8,85,False,check,accepted,0.747,51,True,low,send_minimal
5172,904.48,2710.0,3,32561.28,5,True,check,never_offered,0.64,42,False,medium,send_partial
5122,1233.54,8055.82,15,222037.2,2,True,check,rejected,0.509,63,False,high,send_partial
7392,3905.06,18127.64,15,702910.8,6,False,ach,accepted,0.478,67,False,medium,send_partial
8911,2016.15,7901.85,2,48387.6,30,False,check,rejected,0.916,46,False,medium,send_full
7372,2626.83,10432.52,15,472829.4,5,True,ach,never_offered,0.57,47,False,low,send_partial
5065,2276.34,12967.51,11,300476.88,119,False,card,accepted,0.737,53,True,low,send_minimal
5199,63.79,495.33,24,18371.52,3,True,ach,never_offered,0.73,28,False,low,send_partial
7372,2764.26,10722.41,6,199026.72,159,False,ach,rejected,,30,False,low,send_minimal
5169,530.88,2349.33,7,44593.92,165,False,check,accepted,0.487,38,False,low,send_minimal
7392,1318.3,6692.89,7,110737.2,3,True,card,never_offered,,50,False,low,send_minimal
7372,2185.15,17431.99,8,209774.4,49,False,card,accepted,,53,False,low,send_minimal
5085,555.12,3860.12,5,33307.2,156,False,card,rejected,0.545,59,False,high,send_minimal
5211,2396.64,7728.34,13,373875.84,179,False,card,accepted,0.679,51,True,low,send_minimal
5111,472.62,975.39,11,62385.84,74,False,check,rejected,0.74,56,False,high,send_minimal
5199,1355.01,3631.73,19,308942.28,178,False,check,accepted,0.608,79,True,low,send_minimal
5169,2641.17,11761.79,2,63388.08,4,True,ach,never_offered,1.0,51,False,medium,send_minimal
7399,195.37,1465.63,8,18755.52,168,False,ach,rejected,0.522,43,False,medium,send_minimal
4214,9104.44,23214.02,2,218506.56,4,True,ach,rejected,0.755,63,False,low,send_full
5172,11514.91,41837.31,9,1243610.28,15,False,check,accepted,0.834,60,False,high,send_minimal
5211,645.43,1195.29,9,69706.44,36,False,check,accepted,,51,False,medium,send_minimal
5734,10952.18,56259.05,12,1577113.92,101,False,ach,rejected,0.741,50,True,low,send_minimal
5734,596.81,3260.47,3,21485.16,169,False,ach,rejected,0.525,56,False,medium,send_minimal
5734,282.9,1947.92,10,33948.0,5,True,card,never_offered,0.938,58,False,low,send_minimal
7392,1989.68,5979.51,4,95504.64,1,True,card,rejected,0.705,59,False,low,send_partial
8911,3901.12,9341.51,14,655388.16,4,True,card,never_offered,0.674,20,False,medium,send_minimal
7399,105.53,827.24,2,2532.72,37,False,ach,accepted,0.425,39,False,medium,send_minimal
5111,183.66,475.57,10,22039.2,156,False,check,accepted,0.347,26,False,low,send_partial
5199,3499.11,10578.92,9,377903.88,140,False,card,accepted,0.839,34,True,low,send_minimal
5172,6496.17,47575.45,42,3274069.68,107,False,check,rejected,0.741,54,False,medium,send_minimal
5199,451.05,1374.19,17,92014.2,31,False,check,rejected,0.682,55,False,low,send_minimal
5199,723.1,1488.72,1,8677.2,154,False,ach,accepted,0.469,62,False,low,send_partial
7372,904.66,1898.16,3,32567.76,124,False,check,rejected,0.471,47,False,low,send_minimal
5172,5530.93,9132.6,6,398226.96,119,False,check,accepted,0.557,60,True,low,send_minimal
5122,38436.28,62625.04,10,4612353.6,4,True,card,accepted,0.722,44,False,high,send_minimal
5172,6806.19,15497.56,15,1225114.2,149,False,ach,rejected,0.393,55,True,medium,send_minimal
7399,109.05,863.68,7,9160.2,2,True,card,never_offered,0.395,54,False,low,send_full
5137,403.77,3156.87,6,29071.44,170,False,check,rejected,0.888,52,False,low,send_minimal
5065,1341.91,6901.25,8,128823.36,133,False,check,rejected,0.844,51,False,medium,send_minimal
8911,352.76,1846.59,11,46564.32,2,True,card,never_offered,,27,False,medium,send_minimal
5111,1150.11,3929.68,13,179417.16,157,False,ach,accepted,0.539,36,False,low,send_minimal
5734,1288.75,8700.84,17,262905.0,0,True,check,never_offered,0.938,39,False,low,send_partial
7399,34.01,166.42,8,3264.96,14,False,check,rejected,0.558,53,False,low,send_full
5137,412.82,2924.42,5,24769.2,30,False,ach,accepted,0.216,66,False,medium,send_partial
5169,1515.01,9091.34,25,454503.0,154,False,ach,rejected,0.861,35,True,low,send_minimal
5137,209.76,936.18,13,32722.56,163,False,ach,accepted,0.694,43,False,high,send_minimal
5111,625.07,3995.17,1,7500.84,19,False,ach,accepted,0.236,30,False,low,send_minimal
5111,491.39,1070.16,10,58966.8,20,False,ach,rejected,0.953,72,False,low,send_full
5111,5772.01,20793.76,11,104283053.694081,131,False,ach,accepted,0.64,59,True,low,send_minimal
5172,1048.78,6972.66,4,50341.44,163,False,check,accepted,0.912,52,False,low,send_minimal
5199,1808.61,2822.74,5,108516.6,1,True,check,never_offered,1.0,33,False,low,send_minimal
5065,2974.79,6966.74,3,107092.44,6,False,ach,accepted,0.537,53,False,low,send_partial
7399,257.1,624.76,2,6170.4,75,False,ach,accepted,0.731,37,False,low,send_minimal
7372,546.8,3589.1,9,59054.4,64,False,card,accepted,0.611,41,False,low,send_minimal
5085,9826.68,34522.02,26,3065924.16,4,True,ach,never_offered,,58,False,medium,send_minimal
7399,158.38,1045.68,44,83624.64,5,True,card,never_offered,0.763,50,False,low,send_minimal
5065,427.66,2267.91,36,184749.12,27,False,ach,rejected,,53,False,low,send_partial
5211,879.48,6283.05,12,126645.12,39,False,ach,accepted,0.716,63,False,low,send_minimal
5172,5689.55,35606.61,16,1092393.6,132,False,check,accepted,0.416,34,True,low,send_minimal
5199,267.85,1000.1,2,1631146.5195146007,144,False,ach,rejected,0.506,62,False,medium,send_minimal
8911,2386.76,7439.23,14,400975.68,1,True,check,rejected,0.857,67,False,low,send_partial
4214,2578.41,11349.41,39,1206695.88,58,False,check,rejected,0.423,47,True,high,send_minimal
5137,1606.77,4426.63,8,154249.92,159,False,ach,accepted,0.4,46,False,low,send_minimal
5211,212.56,1672.13,26,66318.72,102,False,card,rejected,0.374,73,False,medium,send_minimal
8911,25114.13,79279.3,70,21095869.2,1,True,card,accepted,0.2,30,False,low,send_minimal
7372,5642.3,8520.44,5,338538.0,83,False,card,accepted,0.465,43,True,low,send_minimal
4214,54619.46,428250.47,3,1966300.56,11,False,card,accepted,0.824,60,False,high,send_minimal
5172,1508.06,6801.5,16,289547.52,2,True,check,never_offered,0.878,35,False,low,send_minimal
5137,155.83,571.04,14,26179.44,103,False,check,rejected,0.94,72,False,low,send_minimal
5199,195.41,671.62,16,37518.72,1,True,check,never_offered,1.0,49,False,low,send_full
7399,115.24,559.46,22,30423.36,153,False,ach,rejected,0.837,44,False,low,send_minimal
4214,3642.02,10426.22,13,568155.12,30,False,ach,rejected,0.623,47,False,high,send_minimal
7372,963.11,3889.34,13,150245.16,67,False,card,accepted,0.504,44,False,low,send_minimal
7372,1714.55,11572.43,12,246895.2,97,False,card,rejected,0.429,34,True,low,send_partial
5199,146.62,685.2,7,12316.08,177,False,check,accepted,0.605,40,False,low,send_minimal
5137,879.75,2927.75,6,63342.0,133,False,card,rejected,0.964,61,False,low,send_minimal
5172,10202.05,28537.09,34,4162436.4,73,False,ach,accepted,0.78,30,True,low,send_minimal
5199,370.04,1518.12,33,146535.84,4,True,ach,rejected,0.858,70,False,low,send_full
7399,186.59,1058.69,17,38064.36,4,True,ach,never_offered,0.777,52,False,medium,send_full
5211,286.76,1512.78,8,27528.96,20,False,ach,accepted,0.861,34,False,medium,send_minimal
7392,1009.66,6213.94,8,96927.36,0,True,ach,never_offered,0.747,48,False,medium,send_minimal
5065,405.14,1626.99,18,87510.24,95,False,card,accepted,0.852,27,False,low,send_minimal
7392,5232.12,38664.87,16,1004567.04,3,True,ach,never_offered,0.853,53,False,medium,send_minimal
5199,1479.66,10010.42,5,88779.6,117,False,card,rejected,0.791,28,False,low,send_minimal
8911,1574.76,4377.35,11,207868.32,143,False,ach,accepted,0.744,28,True,high,send_minimal
5199,559.4,2340.71,22,147681.6,4,True,ach,never_offered,0.511,62,False,medium,send_full
5199,778.83,1797.08,2,18691.92,66,False,check,accepted,0.811,55,False,low,send_minimal
5085,4073.59,12270.73,13,635480.04,122,False,card,accepted,0.54,22,False,medium,send_minimal
7399,1294.92,8442.49,16,248624.64,2,True,check,never_offered,0.899,50,False,medium,send_partial
7372,6073.62,19947.36,8,583067.52,5,True,card,never_offered,0.249,32,False,medium,send_minimal
7399,467.3,2980.68,36,201873.6,52,False,check,rejected,0.234,72,False,high,send_minimal
5085,428.33,2031.37,1,5139.96,130,False,ach,rejected,0.666,70,False,medium,send_minimal
5122,3246.4,24548.63,7,272697.6,155,False,ach,accepted,0.674,47,True,medium,send_minimal
4214,20385.73,49346.42,26,6360347.76,159,False,card,rejected,0.85,40,False,low,send_minimal
5065,216.97,1591.38,21,54676.44,5,True,ach,never_offered,,65,False,low,send_minimal
5199,1772.53,8776.17,29,616840.44,80,False,card,accepted,0.9,33,False,low,send_minimal
5172,9182.66,14357.19,10,1101919.2,120,False,ach,accepted,0.559,57,True,low,send_minimal
8911,24523.77,63591.8,5,1471426.2,126,False,card,rejected,0.264,36,True,low,send_minimal
7399,13995.04,108408.77,3,503821.44,19,False,ach,accepted,0.353,64,False,medium,send_minimal
4214,3465.98,13544.38,2,3941944.9211907303,143,False,card,accepted,0.437,55,False,low,send_minimal
5137,355.86,2688.59,2,8540.64,69,False,check,rejected,0.103,32,False,low,send_partial
5211,585.11,4267.44,14,98298.48,121,False,ach,rejected,0.587,46,False,low,send_minimal
7372,3333.13,5768.82,5,7921554.835851496,3,True,ach,never_offered,0.785,46,False,low,send_minimal
8911,10455.05,21556.96,39,4892963.4,71,False,ach,rejected,0.073,71,True,low,send_minimal
5065,715.23,5480.21,3,25748.28,1,True,ach,never_offered,0.708,42,False,medium,send_minimal
8911,37683.65,298284.73,10,4522038.0,0,True,ach,rejected,0.474,63,False,medium,send_minimal
5169,1648.41,3578.57,6,118685.52,0,True,ach,never_offered,0.294,45,False,low,send_full
5085,1122.95,8041.5,17,229081.8,127,False,ach,rejected,,67,True,medium,send_minimal
5734,2696.88,15165.16,3,97087.68,7,False,ach,rejected,0.73,75,False,low,send_minimal
7392,1772.89,13860.09,10,212746.8,1,True,check,never_offered,0.267,30,False,medium,send_full
5085,1864.67,3376.04,5,111880.2,149,False,check,accepted,,29,False,high,send_minimal
5065,968.54,3862.26,9,104602.32,0,True,card,never_offered,0.655,41,False,medium,send_minimal
4214,14198.3,49382.58,10,1703796.0,62,False,ach,accepted,0.736,42,True,medium,send_minimal
8911,1561.82,8360.74,7,131192.88,1,True,ach,never_offered,0.693,34,False,high,send_minimal
5111,289.35,1671.16,12,41666.4,158,False,check,accepted,0.486,28,False,low,send_minimal
4214,7761.12,22117.13,6,558800.64,120,False,card,accepted,,45,True,high,send_minimal
4214,5274.58,18994.44,18,1139309.28,140,False,check,accepted,1.0,50,True,low,send_minimal
8911,4302.13,16136.06,21,1084136.76,168,False,check,accepted,0.096,37,True,low,send_minimal
5122,964.33,4324.77,28,324014.88,5,True,ach,never_offered,0.806,63,False,medium,send_partial
5211,715.84,1846.78,13,111671.04,5,True,ach,accepted,0.937,53,False,high,send_full
8911,5122.32,17689.4,8,491742.72,1,True,check,never_offered,0.535,58,False,low,send_minimal
4214,1868.59,12646.4,28,627846.24,0,True,check,never_offered,0.498,55,False,low,send_partial
5734,8960.09,53334.37,21,2257942.68,3,True,card,never_offered,0.821,42,False,low,send_minimal
5111,646.91,2670.74,19,147495.48,119,False,card,rejected,,38,False,low,send_minimal
5085,2858.34,14826.98,8,274400.64,2,True,check,never_offered,,55,False,low,send_full
5122,7319.26,12109.91,7,614817.84,1,True,card,accepted,0.684,18,False,low,send_minimal
5065,809.41,4229.41,11,106842.12,1,True,ach,never_offered,0.518,20,False,low,send_minimal
5111,111.52,762.78,22,29441.28,4,True,ach,never_offered,0.57,66,False,medium,send_full
5085,1049.13,6851.85,3,37768.68,59,False,card,rejected,0.467,56,False,low,send_minimal
7392,1837.67,5506.22,11,37410308.21030846,124,False,card,accepted,1.0,13,False,low,send_minimal
5211,2946.88,11503.41,7,247537.92,4,True,check,never_offered,0.516,39,False,low,send_partial
5199,194.16,1241.32,13,30288.96,171,False,ach,rejected,0.546,35,False,medium,send_minimal
7399,475.29,2478.86,5,28517.4,109,False,ach,rejected,0.787,77,False,medium,send_minimal
5172,9393.16,31884.94,14,1578050.88,148,False,ach,rejected,,58,True,low,send_minimal
5172,2350.59,3884.94,11,310277.88,61,False,ach,rejected,0.669,71,True,high,send_minimal
5122,571.22,1066.64,12,82255.68,3,True,check,never_offered,0.693,73,False,low,send_full
5172,3752.68,24538.8,5,225160.8,57,False,check,rejected,0.964,44,False,low,send_minimal
5111,556.07,3029.38,6,40037.04,120,False,ach,rejected,0.708,48,False,high,send_minimal
5211,10004.06,42320.18,5,600243.6,33,False,card,rejected,0.544,59,False,low,send_minimal
8911,3502.98,21751.14,16,672572.16,4,True,card,never_offered,0.724,72,False,low,send_partial
5199,619.25,1212.92,8,59448.0,0,True,ach,never_offered,0.68,48,False,medium,send_partial
5137,785.59,3600.44,6,56562.48,11,False,ach,rejected,0.75,53,False,medium,send_full
7372,11505.66,91896.83,18,2485222.56,10,False,check,rejected,0.739,54,False,medium,send_minimal
7399,1335.09,2881.25,19,304400.52,121,False,check,rejected,0.484,54,True,high,send_minimal
5199,83.64,424.75,6,6022.08,121,False,check,accepted,0.722,76,False,low,send_minimal
5122,505.67,812.24,14,84952.56,149,False,ach,rejected,0.241,37,False,high,send_minimal
7372,6115.0,38407.26,9,660420.0,64,False,card,rejected,0.459,52,False,low,send_minimal
5111,513.32,3254.5,11,67758.24,1,True,ach,never_offered,0.774,38,False,medium,send_minimal
8911,6949.85,30897.58,5,416991.0,80,False,card,rejected,0.966,66,True,low,send_minimal
5137,748.62,2958.18,32,287470.08,11,False,ach,rejected,0.518,22,False,low,send_partial
5169,606.75,923.42,7,50967.0,1,True,ach,never_offered,0.365,66,False,low,send_minimal
7372,19983.19,41814.46,8,1918386.24,115,False,ach,accepted,0.704,58,True,high,send_minimal
5065,147.1,1047.73,11,19417.2,41,False,ach,accepted,,28,False,low,send_minimal
5122,4848.06,14389.65,14,814474.08,107,False,check,accepted,,56,True,low,send_minimal
5085,1645.46,11735.08,7,138218.64,84,False,card,accepted,0.565,46,False,low,send_minimal
5169,1714.94,7321.75,31,637957.68,23,False,ach,rejected,0.772,43,False,medium,send_minimal
5211,2220.59,11115.01,10,266470.8,3,True,ach,accepted,0.317,41,False,low,send_minimal
5111,436.37,3362.73,8,41891.52,2,True,card,rejected,0.704,50,False,low,send_partial
5169,2228.85,7946.75,10,267462.0,126,False,check,accepted,0.83,55,True,medium,send_minimal
7392,11090.96,32673.46,7,931640.64,60,False,check,accepted,0.81,55,False,low,send_minimal
8911,3134.36,24095.9,8,300898.56,148,False,check,rejected,0.764,42,True,low,send_minimal
5065,1716.73,3121.43,4,82403.04,2,True,ach,accepted,0.981,29,False,medium,send_partial
5734,1919.98,14373.3,17,391675.92,111,False,check,rejected,,51,True,high,send_minimal
5065,240.51,1726.46,8,5223657.518148381,3,True,check,never_offered,0.538,25,False,low,send_minimal
5199,314.33,1560.38,6,22631.76,5,True,ach,never_offered,0.443,47,False,medium,send_minimal
4214,14272.62,98552.55,8,1370171.52,4,True,check,rejected,0.576,61,False,low,send_minimal
7392,8508.78,62738.03,37,3777898.32,34,False,check,rejected,0.76,59,False,medium,send_minimal
5122,782.93,1463.34,3,28185.48,44,False,check,accepted,0.6,26,False,medium,send_minimal
5122,2387.39,5420.17,6,171892.08,2,True,check,never_offered,0.959,47,False,low,send_minimal
7392,1511.15,6550.94,19,344542.2,3,True,ach,never_offered,1.0,57,False,medium,send_partial
7399,2253.06,3576.08,10,270367.2,117,False,check,accepted,0.091,50,False,low,send_minimal
5137,904.15,6168.76,26,282094.8,0,True,ach,rejected,0.252,42,False,low,send_partial
5065,174.42,1032.53,5,10465.2,138,False,card,rejected,0.559,35,False,low,send_minimal
5172,5886.36,27000.75,6,423817.92,1,True,check,never_offered,1.0,49,False,low,send_full
5734,811.8,5153.2,7,68191.2,61,False,check,accepted,1.0,52,False,low,send_minimal
5172,4477.25,31022.93,9,483543.0,132,False,ach,accepted,0.44,36,True,low,send_minimal
8911,26562.27,121010.1,13,4143714.12,4,True,check,never_offered,,49,False,low,send_partial
7399,1110.93,5646.07,12,159973.92,1,True,card,never_offered,,59,False,high,send_minimal
7392,1830.6,13631.06,3,65901.6,175,False,ach,rejected,0.256,66,False,high,send_minimal
5065,1356.53,8233.68,6,97670.16,92,False,card,accepted,0.26,44,False,high,send_minimal
7399,3325.27,18501.01,13,518742.12,0,True,check,never_offered,0.9,39,False,medium,send_minimal
7392,3767.04,17952.13,12,542453.76,2,True,check,never_offered,0.787,52,False,medium,send_minimal
5169,1024.38,5103.25,12,147510.72,98,False,check,accepted,0.791,38,False,medium,send_minimal
5211,2777.97,8114.89,14,466698.96,114,False,ach,rejected,0.666,62,True,high,send_minimal
7399,106.61,440.72,1,1279.32,151,False,ach,rejected,,57,False,low,send_minimal
4214,5782.21,12767.64,24,1665276.48,1,True,ach,never_offered,0.567,44,False,low,send_minimal
5211,1676.46,11392.26,15,301762.8,178,False,check,accepted,0.448,47,False,low,send_minimal
5065,676.78,4051.65,3,24364.08,135,False,ach,rejected,0.684,92,False,low,send_partial
5734,453.82,1531.64,5,27229.2,65,False,card,rejected,0.274,34,False,low,send_minimal
7372,730.96,1665.69,12,105258.24,68,False,card,accepted,0.435,29,False,high,send_minimal
5065,2479.66,15496.45,11,327315.12,84,False,ach,rejected,,44,False,medium,send_minimal
7399,304.58,2168.37,6,21929.76,176,False,ach,rejected,,43,False,medium,send_minimal
5122,3564.81,22001.05,15,641665.8,3,True,ach,never_offered,,51,False,medium,send_minimal
4214,16864.33,118713.86,20,4047439.2,111,False,card,accepted,0.772,34,True,low,send_minimal
5211,153.96,530.5,2,3695.04,5,True,card,accepted,0.427,38,False,high,send_partial
5137,291.3,926.1,16,55929.6,4,True,ach,rejected,0.689,38,False,low,send_minimal
5065,3249.25,5814.73,33,1286703.0,17,False,check,accepted,0.403,44,False,medium,send_minimal
5065,1109.47,4936.71,33,439350.12,0,True,ach,never_offered,,57,False,medium,send_minimal
7392,5137.87,25123.32,3,184963.32,69,False,ach,rejected,0.486,53,False,low,send_minimal
5169,7686.84,26814.84,7,645694.56,68,False,check,rejected,0.373,47,False,medium,send_partial
7399,394.75,935.83,19,90003.0,13,False,check,accepted,0.636,35,False,medium,send_minimal
5122,3723.2,10340.25,2,89356.8,1,True,check,never_offered,0.868,34,False,low,send_minimal
4214,3700.45,26475.89,11,488459.4,76,False,ach,accepted,0.0,40,True,low,send_minimal
8911,4799.07,9178.71,22,1266954.48,16,False,check,rejected,0.235,39,False,medium,send_minimal
5085,123.03,571.33,7,10334.52,3,True,ach,never_offered,0.398,45,False,medium,send_minimal
5734,335.09,1395.07,19,76400.52,44,False,card,accepted,,42,False,low,send_minimal
8911,1651.08,8502.08,20,396259.2,94,False,ach,rejected,0.673,58,False,high,send_minimal
5137,612.8,4309.64,23,169132.8,0,True,check,never_offered,,65,False,low,send_partial
5085,7182.61,13871.76,11,948104.52,94,False,ach,accepted,0.43,56,False,medium,send_minimal
4214,8265.5,23491.6,9,892674.0,55,False,check,rejected,0.97,46,True,high,send_minimal
5199,654.3,4616.59,8,62812.8,15,False,ach,rejected,0.72,39,False,low,send_partial
5065,4003.65,16681.34,10,480438.0,72,False,card,accepted,1.0,44,False,low,send_minimal
7399,5798.92,33329.98,12,835044.48,4,True,ach,never_offered,0.651,17,False,low,send_minimal
7372,1103.55,1891.3,17,225124.2,100,False,ach,accepted,0.577,51,True,medium,send_minimal
5085,2411.95,16167.23,15,434151.0,112,False,check,accepted,0.872,46,False,high,send_minimal
5122,1805.7,14104.23,9,195015.6,148,False,check,accepted,0.65,41,True,low,send_minimal
5065,743.61,3219.96,13,116003.16,124,False,card,rejected,0.495,67,False,low,send_minimal
8911,8668.14,34050.41,10,1040176.8,4,True,check,never_offered,0.788,24,False,medium,send_minimal
5065,1993.31,5397.59,2,47839.44,99,False,ach,accepted,0.469,52,False,low,send_minimal
7392,56825.53,368656.62,16,10910501.76,171,False,ach,accepted,0.575,60,False,high,send_minimal
5199,2005.58,5626.16,17,409138.32,126,False,ach,rejected,,45,True,high,send_minimal
5211,1584.99,8979.57,4,76079.52,86,False,ach,rejected,0.686,52,False,low,send_minimal
7399,613.15,3747.48,7,51504.6,3,True,check,never_offered,0.763,45,False,low,send_partial
4214,5960.28,30993.42,11,786756.96,166,False,card,accepted,,37,True,low,send_partial
5085,4420.67,19601.99,13,689624.52,1,True,card,never_offered,0.679,51,False,low,send_minimal
5065,844.72,2092.28,5,50683.2,3,True,check,never_offered,0.378,51,False,low,send_full
5085,3225.27,21231.28,4,154812.96,12,False,check,rejected,,38,False,low,send_partial
7372,11009.82,25063.64,24,3170828.16,22,False,ach,accepted,0.638,36,False,low,send_minimal
5211,25071.78,93404.62,5,1504306.8,163,False,ach,accepted,0.985,44,False,low,send_minimal
5085,2620.71,9388.09,16,503176.32,19,False,ach,accepted,0.896,54,False,medium,send_minimal
5122,2884.82,18770.41,14,484649.76,19,False,ach,accepted,0.548,46,False,low,send_partial
5211,1580.36,2464.41,2,37928.64,29,False,check,rejected,0.568,42,False,medium,send_minimal
7372,2284.47,13028.76,4,109654.56,0,True,ach,never_offered,0.923,48,False,low,send_partial
5169,7756.77,20249.42,13,1210056.12,4,True,check,never_offered,0.473,43,False,low,send_minimal
8911,9611.98,49230.3,42,4844437.92,154,False,card,accepted,0.632,33,True,low,send_partial
8911,7612.66,19476.47,4,365407.68,2,True,check,never_offered,0.489,32,False,medium,send_partial
7392,317.91,2282.11,12,45779.04,97,False,check,rejected,0.677,48,False,high,send_partial
5172,758.42,4363.53,25,227526.0,120,False,ach,accepted,0.882,33,False,high,send_minimal
4214,4585.47,7210.93,11,605282.04,5,True,ach,accepted,1.0,38,False,low,send_minimal
7372,6539.43,29004.33,12,941677.92,99,False,ach,rejected,,30,False,low,send_minimal
5199,1687.51,5362.45,5,101250.6,28,False,card,accepted,0.365,44,False,high,send_minimal
5172,14996.1,54041.0,11,1979485.2,4,True,ach,never_offered,0.329,36,False,medium,send_minimal
7399,952.69,4994.84,11,125755.08,60,False,ach,rejected,0.685,41,False,high,send_minimal
5211,1464.18,7463.89,20,351403.2,0,True,card,never_offered,0.806,58,False,low,send_full
5111,153.24,1201.06,9,16549.92,127,False,ach,accepted,0.805,38,False,low,send_minimal
8911,15200.4,74134.22,11,2006452.8,166,False,card,rejected,,38,True,high,send_minimal
