vendor_id,segment,is_mature_ap_program,mcc,avg_ticket,max_ticket,monthly_txn_count,annual_spend,tenure_months,is_new_to_platform,current_rail,accepts_card_other_channel,days_sales_outstanding,past_data_quality_score,risk_level,vc_accept
V010743,smb,False,5734,32180.86,116463.69,16,7246821.57,93,False,check,0,42,0.618,high,1
V010744,smb,False,8911,32586.85,232296.41,8,1660311.3,121,False,wire,1,28,0.627,low,1
V010745,enterprise,False,5122,1920.18,12171.84,4,1574994.68,33,False,ach,1,51,0.457,medium,1
V010746,mid_market,False,5085,12834.41,66450.51,12,6476836.51,129,False,check,1,58,0.648,medium,0
V010747,enterprise,False,5211,2352.44,13724.18,13,2992280.94,63,False,ach,0,49,0.109,medium,0
V010748,smb,False,5122,695.86,3633.22,5,25204.2,75,False,virtual_card,0,50,0.384,low,0
V010749,mid_market,False,5211,1582.91,7728.3,33,2270772.12,137,False,ach,1,60,0.475,low,0
V010750,smb,False,5065,5070.83,40477.02,5,201247.74,34,False,ach,0,47,0.727,low,1
V010751,mid_market,False,5065,945.6,2566.33,12,504164.96,174,False,ach,1,64,0.166,low,0
V010752,smb,False,5734,1042.83,6988.13,32,137423.84,90,False,check,0,33,0.696,low,0
V010753,mid_market,False,5734,324.72,1373.89,9,147106.23,18,False,ach,0,32,0.783,low,1
V010754,smb,False,5065,1194.04,4991.75,13,140158.11,139,False,ach,0,68,,low,0
V010755,mid_market,False,5169,587.45,3491.25,5,171589.18,120,False,ach,0,87,0.7,low,0
V010756,smb,False,5122,3521.19,11563.33,18,775578.77,21,False,virtual_card,0,27,0.426,medium,1
V010757,mid_market,False,8911,41462.96,103647.02,13,21149215.54,110,False,ach,0,47,0.647,low,1
V010758,enterprise,True,8911,1821.91,14026.4,16,2737677.45,50,False,ach,0,46,0.844,medium,1
V010759,enterprise,True,5137,1018.86,6389.75,11,1206227.01,70,False,ach,1,59,0.548,medium,1
V010760,mid_market,False,7392,43046.53,218657.77,7,7390574.31,47,False,check,1,43,0.516,low,0
V010761,smb,False,5169,5869.24,27689.4,12,954783.06,135,False,ach,0,23,0.592,medium,1
V010762,mid_market,False,5169,1038.88,6689.75,16,360830.3,91,False,wire,1,64,0.679,high,0
V010763,smb,False,7392,12998.74,59112.99,10,675523.45,72,False,check,0,43,,low,1
V010764,smb,False,5172,1231.89,4496.79,12,137021.31,153,False,check,0,47,0.723,low,1
V010765,smb,False,4214,5551.98,18440.92,12,601813.78,90,False,check,0,59,0.316,low,0
V010766,mid_market,False,5211,1207.57,5944.27,4,109492.58,34,False,check,1,55,0.767,medium,1
V010767,enterprise,False,4214,2359.4,12679.81,10,3908530.49,74,False,ach,0,29,0.166,medium,1
V010768,smb,False,5199,312.02,811.18,10,30900.54,23,False,ach,1,19,0.277,low,1
V010769,enterprise,False,5065,1844.71,14389.84,7,1429765.12,24,False,wire,1,57,0.355,high,0
V010770,enterprise,False,7392,1026.92,1704.17,13,1128853.57,132,False,ach,1,48,0.665,high,0
V010771,enterprise,False,8911,367461.84,577144.46,13,335533787.59,67,False,ach,1,60,0.599,low,0
V010772,enterprise,False,5122,409.94,1747.97,8,563349.58,129,False,wire,1,28,0.809,low,0
V010773,smb,False,5085,7803.35,14772.63,8,625947.94,104,False,ach,1,54,0.761,high,1
V010774,mid_market,False,5734,14053.2,59853.57,14,4874466.98,44,False,ach,0,55,0.201,low,1
V010775,mid_market,False,5734,4573.13,34937.93,21,2189592.37,24,False,ach,1,47,1.0,low,1
V010776,mid_market,False,5734,2595.19,9442.08,5,763159.85,125,False,ach,0,32,0.495,medium,1
V010777,smb,False,5111,3666.56,19547.83,7,197151.88,169,False,ach,0,30,0.323,medium,0
V010778,mid_market,False,5169,4388.66,34037.78,18,1602766.15,7,False,check,1,54,0.89,low,0
V010779,mid_market,False,7392,814.95,1238.98,8,387516.99,81,False,ach,1,18,0.624,medium,1
V010780,mid_market,False,7372,1524.71,4387.33,26,1036098.93,14,False,virtual_card,0,22,0.722,low,0
V010781,mid_market,False,5172,14239.97,66582.02,20,7510483.92,35,False,ach,1,46,0.378,high,1
V010782,mid_market,False,5211,3246.72,16931.87,16,1976422.83,123,False,other,1,60,0.74,high,0
V010783,smb,False,7392,27485.1,87989.52,19,3286344.66,129,False,ach,1,47,0.433,low,1
V010784,smb,False,5734,983.85,5680.92,13,53015.04,123,False,other,0,37,0.647,low,0
V010785,mid_market,False,7372,2042.47,10144.39,4,151316.96,80,False,ach,0,51,0.656,low,1
V010786,smb,False,5065,9133.04,63435.77,7,448052.33,109,False,ach,0,36,0.507,low,0
V010787,enterprise,True,5065,1943.54,3138.26,5,1249029.6,25,False,wire,0,53,0.531,low,0
V010788,mid_market,False,5211,1192.85,6641.76,34,2152329.54,47,False,virtual_card,0,51,1.0,low,0
V010789,smb,False,5111,1912.92,6037.48,20,267994.58,38,False,check,0,34,0.645,medium,0
V010790,enterprise,False,5734,105.76,251.34,13,173857.38,174,False,ach,1,44,0.7,medium,0
V010791,smb,False,5111,212.08,528.76,3,6303.63,13,False,other,0,74,0.584,low,1
V010792,mid_market,False,5734,1693.93,5882.25,24,2236042.44,131,False,check,0,39,0.512,low,0
V010793,mid_market,False,5734,5805.48,10817.51,12,3588943.65,141,False,check,0,48,0.688,high,0
V010794,smb,False,5734,291.9,2269.36,8,26814.21,79,False,check,0,32,0.36,low,0
V010795,smb,False,5137,546.96,3638.21,10,23447.73,71,False,ach,0,30,0.966,low,1
V010796,mid_market,False,5137,1208.37,3667.05,14,450649.65,37,False,other,0,46,0.756,low,1
V010797,mid_market,False,8911,1905.96,10174.11,19,667217.02,159,False,ach,0,37,0.671,low,1
V010798,smb,False,5169,1469.03,10748.32,4,56760.66,75,False,ach,0,32,0.712,low,1
V010799,mid_market,False,8911,52519.57,414259.34,7,18144390.17,6,False,wire,1,54,0.376,low,1
V010800,smb,False,5734,16521.44,111775.68,5,1093366.38,94,False,check,1,55,0.551,low,1
V010801,mid_market,False,5199,2966.8,15959.63,2,213221.63,178,False,ach,1,38,0.723,low,0
V010802,smb,False,5169,904.03,4415.26,14,108414.34,113,False,other,0,52,0.142,low,0
V010803,smb,False,7399,474.67,915.84,12,24976.43,128,False,check,1,56,0.747,low,0
V010804,smb,False,7392,3221.86,22934.19,8,206638.68,17,False,wire,0,44,0.604,low,0
V010805,smb,False,7372,2506.17,6216.72,28,754846.69,167,False,check,1,48,0.663,high,0
V010806,mid_market,False,5169,3280.49,16068.18,38,2425013.48,86,False,ach,0,70,0.365,low,1
V010807,mid_market,False,5122,7804.86,41796.99,48,15449769.66,27,False,virtual_card,1,52,0.626,low,1
V010808,mid_market,False,5065,503.19,2391.46,17,399668.83,143,False,virtual_card,1,23,0.946,low,1
V010809,smb,False,5111,214.65,839.83,5,8913.7,85,False,ach,1,45,0.672,medium,1
V010810,mid_market,False,7392,2846.18,5412.25,24,3290786.39,173,False,ach,1,44,,low,0
V010811,enterprise,False,5734,836.46,2299.0,13,1451911.22,158,False,ach,1,58,0.846,low,0
V010812,smb,False,5172,3865.74,11853.11,20,943686.82,160,False,check,0,48,0.504,medium,1
V010813,mid_market,False,5169,509.75,2430.83,15,347269.94,73,False,ach,0,29,0.741,high,0
V010814,smb,False,5172,3212.38,19517.23,21,880893.61,137,False,ach,0,54,0.821,low,0
V010815,mid_market,False,7392,3857.89,14978.11,15,1221648.16,117,False,ach,0,52,1.0,medium,1
V010816,smb,False,4214,2662.95,11376.95,34,672826.28,65,False,ach,0,48,0.49,low,0
V010817,smb,False,5734,4117.34,27289.56,9,426303.97,162,False,check,1,47,0.457,low,1
V010818,smb,False,5211,4151.41,17230.8,6,140754.63,162,False,check,0,74,1.0,medium,0
V010819,smb,False,4214,3996.69,15834.76,9,421883.84,176,False,other,1,51,0.941,low,0
V010820,smb,False,5111,238.49,561.92,12,34042.17,22,False,ach,0,38,0.392,low,1
V010821,smb,False,5085,797.62,1568.5,8,48242.02,61,False,ach,1,45,0.698,low,1
V010822,smb,False,7372,2055.96,11001.87,20,589481.23,52,False,other,1,49,0.616,low,1
V010823,enterprise,False,5169,3296.75,13050.41,15,11408131.1,32,False,ach,0,69,,low,0
V010824,enterprise,False,5172,5653.73,41300.49,16,16469941.77,27,False,ach,1,36,0.942,low,0
V010825,enterprise,False,7399,501.08,3368.29,21,2245530.88,102,False,wire,1,22,0.831,low,1
V010826,smb,False,5199,495.87,3844.6,6,40897.18,156,False,ach,0,34,0.157,low,0
V010827,smb,False,5137,837.73,5173.34,19,218142.44,132,False,ach,1,32,0.417,medium,0
V010828,smb,False,5085,808.39,4640.3,4,28395.05,103,False,ach,0,45,0.854,low,0
V010829,mid_market,False,5085,12888.27,101897.25,23,7314339.29,35,False,ach,0,63,,medium,1
V010830,enterprise,True,7392,6163.4,19587.72,8,6222889.33,154,False,wire,0,51,0.967,medium,1
V010831,mid_market,False,5169,2568.06,7932.23,31,2838177.68,171,False,other,1,54,0.642,low,1
V010832,enterprise,False,5734,40892.0,146736.75,7,53852948.93,173,False,wire,1,68,0.883,low,0
V010833,mid_market,False,5111,402.06,2453.85,6,81040.3,27,False,ach,0,16,0.77,low,1
V010834,mid_market,False,5734,7364.76,55548.63,2,283492.17,3,True,other,1,45,0.237,medium,1
V010835,smb,False,5734,535.28,1288.24,6,44409.18,136,False,check,1,46,,medium,0
V010836,mid_market,False,5085,3787.66,26803.32,6,992274.89,30,False,ach,1,45,0.91,low,1
V010837,smb,False,5065,1267.6,4011.39,2,9591.6,11,False,ach,1,59,1.0,low,0
V010838,enterprise,False,5734,1324.87,9820.46,3,802222.33,29,False,other,1,34,0.243,medium,1
V010839,mid_market,False,5111,133.58,521.86,11,61251.86,53,False,ach,1,42,0.521,medium,1
V010840,smb,False,5169,2099.42,3632.35,32,809736.23,139,False,ach,1,37,0.855,medium,1
V010841,mid_market,False,5122,1464.95,2447.31,2,68495.85,66,False,check,0,46,0.689,low,1
V010842,enterprise,False,5199,2879.25,20446.67,19,9832926.18,92,False,ach,0,40,0.822,medium,1
V010843,mid_market,False,4214,17147.3,121838.15,7,3915361.0,105,False,other,0,33,,low,1
V010844,smb,False,7399,425.23,2552.04,16,59228.63,28,False,ach,0,43,0.666,medium,1
V010845,smb,False,5169,545.22,1194.3,5,28807.17,103,False,wire,0,31,0.461,medium,1
V010846,mid_market,False,5085,1358.78,2612.06,12,407799.07,87,False,other,1,34,1.0,low,1
V010847,enterprise,False,7372,9512.48,24505.62,32,45726140.5,160,False,virtual_card,1,64,,medium,1
V010848,smb,False,7392,254.04,641.0,9,25293.07,141,False,check,1,42,0.662,medium,0
V010849,smb,False,5734,460.08,852.4,4,24891.85,106,False,ach,0,45,0.638,low,1
V010850,mid_market,False,7372,2935.48,11415.42,10,747402.29,23,False,ach,1,46,0.802,high,1
V010851,mid_market,False,5122,5446.84,33964.06,4,1045295.6,137,False,wire,1,44,0.919,low,1
V010852,mid_market,False,7399,434.94,2703.95,9,134860.82,60,False,check,0,45,0.596,low,0
V010853,smb,False,5085,2342.92,5582.07,14,318430.03,171,False,ach,1,53,0.488,medium,1
V010854,smb,False,5065,1439.4,3274.1,10,138464.97,146,False,ach,0,49,0.499,low,0
V010855,mid_market,False,5085,707.72,4853.2,1,34962.92,28,False,ach,0,59,0.986,high,1
V010856,smb,False,5122,1284.73,4456.13,11,123943.4,126,False,ach,1,63,0.343,medium,0
V010857,mid_market,False,7399,1501.34,2663.89,5,155213.0,161,False,virtual_card,1,55,0.823,medium,0
V010858,mid_market,False,7399,824.48,3837.05,36,650424.68,108,False,wire,0,23,0.422,medium,0
V010859,mid_market,False,5169,1394.06,10493.73,3,175607.23,89,False,other,0,45,0.602,low,0
V010860,enterprise,True,5111,100.44,596.3,7,99427.56,76,False,wire,0,37,0.747,medium,1
V010861,mid_market,False,5199,406.18,2566.84,7,94616.19,115,False,ach,1,48,0.51,medium,1
V010862,mid_market,False,5199,826.49,5407.39,20,909184.88,149,False,ach,0,37,0.549,low,0
V010863,mid_market,False,5122,1423.87,7453.88,16,878569.23,67,False,wire,0,62,0.476,medium,1
V010864,mid_market,False,5211,2556.56,4399.95,34,3672519.05,115,False,ach,0,57,0.645,low,1
V010865,smb,False,5065,1131.01,6720.84,8,100901.51,65,False,other,0,66,0.357,low,1
V010866,mid_market,False,5111,350.63,1802.0,11,136666.02,120,False,ach,0,64,0.716,high,1
V010867,smb,False,5211,10848.66,54629.72,1,119766.9,33,False,ach,1,58,,low,0
V010868,mid_market,False,5085,696.53,5133.75,14,356286.44,162,False,check,0,39,0.52,low,0
V010869,mid_market,False,5211,828.05,4221.88,4,128065.19,168,False,check,1,35,0.855,medium,1
V010870,enterprise,False,5085,813.97,4100.3,32,5979624.04,107,False,ach,0,53,0.562,low,0
V010871,smb,False,5734,59812.05,154514.73,20,6997819.78,81,False,ach,0,59,0.894,low,1
V010872,mid_market,False,5111,370.13,1685.53,20,238516.13,161,False,ach,1,18,0.967,medium,1
V010873,smb,False,5085,867.59,5895.26,23,274261.75,64,False,ach,1,34,0.453,high,1
V010874,smb,False,5065,1216.59,2252.59,14,139700.74,108,False,other,1,51,0.866,low,0
V010875,mid_market,False,7399,422.06,2598.67,22,473061.24,36,False,ach,1,54,0.003,low,1
V010876,mid_market,False,5137,763.86,1778.99,9,392773.83,89,False,ach,0,46,0.736,medium,1
V010877,smb,False,5734,4456.53,24695.92,5,132066.68,117,False,check,0,52,0.903,low,0
V010878,mid_market,False,4214,1730.72,13533.11,7,379575.34,33,False,ach,1,63,0.725,low,1
V010879,enterprise,True,5169,3192.72,7883.71,16,5092634.39,167,False,virtual_card,1,59,0.916,medium,0
V010880,enterprise,False,5172,4138.71,29643.11,4,2506980.18,161,False,other,0,19,,low,0
V010881,smb,False,7372,31897.63,194116.2,23,8635589.14,93,False,check,0,46,0.835,low,1
V010882,smb,False,5137,1322.51,6261.29,4,61389.22,9,False,check,0,33,0.874,high,0
V010883,mid_market,False,7399,486.62,3433.35,1,24077.7,91,False,ach,1,74,0.86,low,1
V010884,mid_market,False,5111,522.27,3197.74,12,242290.47,35,False,check,0,49,0.887,low,0
V010885,smb,False,5085,1030.45,2929.11,19,219698.34,109,False,check,1,33,0.599,medium,1
V010886,smb,False,5137,226.09,1121.76,8,10092.73,178,False,ach,0,27,,low,0
V010887,enterprise,False,5065,3190.63,23593.6,32,20786120.52,68,False,check,0,54,0.673,medium,1
V010888,smb,False,5211,9427.17,61786.65,8,603683.37,15,False,check,0,31,0.767,low,0
V010889,enterprise,False,8911,598.66,4513.39,10,1310295.68,14,False,wire,0,40,0.448,low,1
V010890,smb,False,7372,2522.09,5205.93,13,126679.54,5,True,ach,0,41,0.493,low,0
V010891,smb,False,7392,1699.9,3863.1,9,92876.06,42,False,check,1,57,1.0,medium,0
V010892,enterprise,False,4214,2350.17,11965.69,13,7169988.05,159,False,check,1,46,0.663,low,1
V010893,smb,False,4214,1714.07,6367.09,9,167860.44,169,False,other,0,32,0.619,low,0
V010894,smb,False,7399,649.07,2161.15,21,101930.44,37,False,other,0,58,0.787,low,1
V010895,enterprise,False,7372,3461.73,10449.13,13,10578009.6,21,False,virtual_card,0,51,0.244,low,0
V010896,smb,False,7392,17485.64,137523.9,17,2669043.92,105,False,wire,1,41,,medium,0
V010897,mid_market,False,5085,6174.47,16605.01,20,5358431.53,74,False,check,1,36,0.534,low,1
V010898,enterprise,False,5172,5264.78,17852.44,12,9143586.84,130,False,ach,1,48,0.375,medium,1
V010899,mid_market,False,8911,21004.63,161741.83,5,4379573.54,43,False,ach,0,56,0.442,high,1
V010900,mid_market,False,5734,44.06,222.15,4,7517.5,40,False,other,1,66,0.234,low,1
V010901,smb,False,4214,8412.46,32657.12,15,872695.93,167,False,ach,0,61,0.919,medium,0
V010902,smb,False,5065,2611.8,7878.76,18,461315.09,131,False,virtual_card,0,30,0.25,low,1
V010903,smb,False,5111,460.32,3037.13,12,54867.25,36,False,ach,0,44,0.447,medium,0
V010904,mid_market,False,5137,969.59,6573.63,3,114691.22,154,False,ach,0,58,0.416,medium,1
V010905,mid_market,False,5734,1768.53,4221.64,8,469853.44,177,False,check,1,32,0.754,low,1
V010906,mid_market,False,7392,7526.32,50361.23,7,1725958.58,167,False,wire,0,45,0.455,medium,1
V010907,mid_market,False,5734,3035.58,7131.51,9,968318.07,79,False,other,0,47,0.49,low,0
V010908,smb,False,5169,1619.12,11032.17,20,348874.79,28,False,ach,0,59,0.356,medium,1
V010909,smb,False,5065,515.93,2892.87,21,89543.82,145,False,ach,0,48,0.795,low,0
V010910,smb,False,5734,3295.37,23628.19,30,942473.4,35,False,wire,1,33,,low,0
V010911,enterprise,False,5169,27300.7,131226.55,11,29466641.45,15,False,ach,0,43,0.949,low,0
V010912,mid_market,False,8911,2641.41,17223.82,6,633669.56,121,False,other,1,21,0.639,low,0
V010913,smb,False,5172,32696.23,138042.4,8,3604890.56,41,False,other,0,32,0.935,low,1
V010914,smb,False,5172,27562.05,166930.35,10,3764678.32,75,False,other,0,42,0.411,low,1
V010915,smb,False,5085,796.84,4719.95,24,242709.42,162,False,ach,1,34,1.0,low,0
V010916,mid_market,False,7392,2333.13,14695.57,5,372405.8,3,True,ach,1,76,0.69,medium,1
V010917,mid_market,False,5122,867.57,5089.44,10,208812.91,38,False,ach,0,59,0.766,medium,0
V010918,enterprise,False,5122,4271.63,8564.71,5,1546738.17,109,False,ach,0,47,0.796,medium,0
V010919,smb,False,5122,6584.07,45495.66,7,253796.79,5,True,check,1,62,,high,0
V010920,mid_market,False,5734,214.1,742.26,6,48344.32,142,False,other,0,16,0.825,low,1
V010921,smb,False,5085,4401.94,15706.4,9,345028.11,140,False,wire,0,81,0.934,low,1
V010922,smb,False,4214,5326.18,38159.25,24,933616.77,103,False,check,0,55,0.962,low,0
V010923,enterprise,False,5085,1896.7,11905.09,12,1607049.15,126,False,wire,0,38,0.632,medium,1
V010924,enterprise,True,5169,1276.95,1985.71,25,3662728.6,147,False,virtual_card,0,60,0.578,low,1
V010925,smb,False,5172,10558.59,81581.11,7,862758.92,12,False,ach,1,30,0.905,low,1
V010926,smb,False,5199,271.22,1165.32,29,78290.79,48,False,check,1,49,0.565,low,0
V010927,smb,False,5137,963.0,6311.82,2,24969.97,45,False,ach,1,49,0.498,low,0
V010928,smb,False,7392,3086.59,21956.62,4,165508.89,55,False,wire,1,42,0.757,low,0
V010929,enterprise,False,5065,1285.5,6967.88,6,1623651.7,84,False,check,1,57,0.195,low,0
V010930,enterprise,False,5211,8954.4,42271.05,5,6297690.4,61,False,virtual_card,0,51,0.589,low,0
V010931,smb,False,5065,607.78,1542.53,10,51127.76,36,False,check,1,30,0.706,low,0
V010932,smb,False,5111,558.25,3119.84,3,13988.06,179,False,check,1,59,,medium,1
V010933,enterprise,False,4214,12976.57,24094.52,4,3384525.66,71,False,wire,1,38,0.375,low,1
V010934,mid_market,False,8911,13808.47,58835.01,13,8540549.56,108,False,virtual_card,0,50,,high,0
V010935,enterprise,False,5734,6725.86,18899.6,15,18429798.95,38,False,ach,0,44,0.704,low,1
V010936,smb,False,8911,484.31,783.24,19,67657.24,57,False,check,1,56,0.587,low,1
V010937,smb,False,5111,124.76,294.33,13,8510.75,168,False,ach,0,63,0.508,medium,1
V010938,smb,False,7372,4877.13,20090.11,21,1338833.13,71,False,ach,1,41,0.935,medium,1
V010939,smb,False,5211,255.11,486.81,32,109596.66,20,False,ach,1,63,0.666,low,0
V010940,mid_market,False,5734,4632.81,34589.86,14,3435870.36,94,False,ach,1,30,0.323,low,1
V010941,smb,False,5111,635.32,1018.6,4,19101.12,100,False,wire,1,53,,low,1
V010942,mid_market,False,5169,5347.73,34350.55,9,1134145.49,141,False,virtual_card,0,19,0.409,medium,1
V010943,smb,False,5137,670.75,2880.47,14,106480.6,42,False,check,0,73,0.0,low,1
V010944,mid_market,False,5211,2014.01,11886.29,6,702270.21,154,False,check,0,19,0.949,low,1
V010945,mid_market,False,5169,6448.66,32171.47,10,1717341.47,50,False,ach,0,46,0.821,low,0
V010946,smb,False,5169,945.25,4380.34,22,153796.98,179,False,ach,1,40,,low,0
V010947,mid_market,False,5111,755.71,5100.2,5,113869.88,18,False,ach,1,41,0.254,medium,1
V010948,smb,False,7399,1396.04,4519.52,25,174027.18,126,False,ach,0,63,0.428,medium,1
V010949,smb,False,5734,1891.43,4218.0,5,135197.47,125,False,check,0,45,0.975,medium,0
V010950,smb,False,5169,2186.32,17059.28,7,177426.3,84,False,check,0,33,0.292,low,0
V010951,smb,False,5211,11924.25,26167.37,23,1527409.35,131,False,ach,0,63,0.699,low,0
V010952,smb,False,7372,4959.41,26937.89,8,464226.09,122,False,check,0,73,0.345,low,1
V010953,smb,False,5199,531.47,2116.35,16,100996.51,150,False,ach,0,54,0.781,medium,1
V010954,enterprise,True,4214,5176.26,39270.6,9,3539259.06,15,False,virtual_card,0,42,,low,0
V010955,mid_market,False,5169,1086.04,4776.0,7,149815.37,38,False,ach,1,63,0.585,medium,1
V010956,smb,False,5085,1785.71,9736.35,5,123528.67,73,False,ach,0,65,0.764,medium,1
V010957,smb,False,5137,368.51,1248.17,5,24050.65,105,False,check,0,48,1.0,medium,1
V010958,smb,False,5172,5665.51,21701.75,21,675749.81,30,False,ach,0,46,0.156,low,0
V010959,mid_market,False,5169,5778.71,10389.0,13,1540247.57,171,False,check,1,56,0.56,low,0
V010960,mid_market,False,5085,318.53,776.34,6,60904.11,21,False,other,1,43,0.414,medium,0
V010961,smb,False,7372,2061.16,11412.08,12,306399.23,77,False,wire,0,42,0.756,low,1
V010962,mid_market,False,5111,529.65,958.3,19,215342.64,107,False,ach,1,39,0.54,high,1
V010963,smb,False,5137,404.04,687.29,11,48491.15,169,False,check,1,32,0.578,medium,0
V010964,enterprise,False,5169,1191.85,6862.89,17,2546065.67,110,False,wire,1,40,0.459,high,1
V010965,mid_market,False,5199,2163.88,9354.04,17,684944.08,154,False,ach,1,47,0.559,medium,1
V010966,smb,False,5137,644.6,3002.03,11,60050.93,99,False,check,1,65,0.256,low,1
V010967,smb,False,5172,14136.7,96543.96,24,1648314.45,148,False,check,0,37,0.704,medium,0
V010968,mid_market,False,4214,13010.65,47913.58,12,3907719.6,109,False,check,1,66,0.495,low,0
V010969,smb,False,4214,16315.03,113016.01,7,697021.22,174,False,ach,1,52,0.847,medium,1
V010970,smb,False,7392,14745.37,93313.9,10,1418962.91,66,False,other,0,51,0.513,low,0
V010971,enterprise,False,8911,45236.84,354415.99,13,85042858.74,7,False,ach,1,48,0.9,low,0
V010972,enterprise,False,5111,414.73,3199.51,17,1593313.32,38,False,ach,0,64,0.664,low,1
V010973,smb,False,5734,2786.56,11104.49,14,255764.15,135,False,other,0,66,0.844,low,1
V010974,smb,False,5734,531.86,1787.75,21,97155.57,178,False,check,0,46,0.51,medium,0
V010975,smb,False,5065,908.58,3031.95,6,73819.23,177,False,ach,0,39,0.428,low,1
V010976,mid_market,False,8911,2168.95,4859.57,3,186956.03,88,False,other,0,54,0.766,high,1
V010977,enterprise,False,4214,14207.15,56161.65,10,25713118.29,176,False,ach,0,48,,low,1
V010978,mid_market,False,5211,3790.05,23243.78,10,2191212.72,97,False,check,0,54,0.412,low,0
V010979,smb,False,5169,1720.79,9046.17,13,187301.17,4,True,ach,1,32,0.681,low,0
V010980,mid_market,False,7399,1646.6,7564.83,5,209670.64,32,False,ach,1,47,,low,1
V010981,smb,False,7392,3564.39,10102.62,19,708636.13,70,False,ach,0,39,,low,0
V010982,smb,False,7372,1787.82,7479.17,15,153544.52,96,False,other,0,53,,medium,0
V010983,enterprise,False,5199,1930.15,7691.47,11,4756540.31,97,False,check,1,43,0.406,medium,1
V010984,mid_market,False,5065,1352.0,9222.55,12,298689.64,112,False,ach,1,35,0.978,high,0
V010985,smb,False,5137,402.02,3186.6,2,9250.01,92,False,check,0,38,1.0,low,0
V010986,smb,False,5211,1190.54,2070.09,23,177812.91,121,False,wire,1,53,0.212,low,0
V010987,smb,False,5137,574.89,4508.58,6,33955.31,164,False,wire,0,51,,low,0
V010988,enterprise,True,5172,5047.39,31997.53,15,16120822.61,158,False,virtual_card,0,33,0.507,low,0
V010989,smb,False,5065,1331.77,4130.18,14,249770.07,88,False,check,1,24,0.384,low,0
V010990,smb,False,5137,40.23,304.07,10,2811.34,130,False,wire,0,19,0.714,low,0
V010991,mid_market,False,5199,183.72,287.13,10,58038.61,46,False,ach,1,27,0.584,low,0
V010992,smb,False,5085,3775.43,23235.52,20,753626.85,160,False,wire,0,39,0.546,low,0
V010993,mid_market,False,5169,14634.03,64507.76,42,12575500.87,172,False,ach,0,38,0.635,medium,1
V010994,smb,False,5137,334.38,1819.37,18,23901.98,119,False,check,0,48,0.96,low,0
V010995,enterprise,True,5111,133.3,987.83,2,24747.91,130,False,virtual_card,1,58,0.844,medium,0
V010996,mid_market,False,5172,1344.44,2052.09,16,769675.08,27,False,ach,1,30,0.411,low,1
V010997,smb,False,7399,918.48,1787.36,18,173207.3,72,False,other,1,52,0.937,low,0
V010998,mid_market,False,5111,164.26,305.69,21,113120.52,166,False,check,1,64,0.547,low,0
V010999,smb,False,5211,2207.35,16447.95,9,201256.51,173,False,virtual_card,0,26,0.667,low,1
V011000,smb,False,5065,429.39,895.38,11,23951.34,140,False,ach,0,54,0.992,low,0
V011001,smb,False,7392,1580.19,5424.33,14,211549.35,111,False,ach,0,44,0.641,low,1
V011002,mid_market,False,8911,4356.49,9567.44,18,2441301.83,26,False,ach,1,44,0.76,low,1
V011003,mid_market,False,7392,6342.47,34923.34,18,6702646.91,136,False,check,0,40,0.583,high,1
V011004,mid_market,False,5211,11659.06,27998.63,2,513632.1,52,False,wire,1,57,,medium,0
V011005,mid_market,False,7372,4739.28,8771.12,13,1486394.24,69,False,check,1,29,1.0,low,1
V011006,enterprise,False,7399,873.51,5321.0,8,792115.51,27,False,ach,1,47,0.778,medium,0
V011007,mid_market,False,7372,4312.32,32490.11,8,933846.62,163,False,other,1,60,0.95,low,1
V011008,smb,False,5172,12551.54,82800.66,12,2141577.35,162,False,other,0,65,0.587,low,0
V011009,smb,False,8911,43701.77,297930.23,22,11476881.03,32,False,check,0,57,0.827,medium,0
V011010,mid_market,False,5122,7704.95,17261.61,47,13832132.12,23,False,wire,0,56,0.833,medium,1
V011011,mid_market,False,5172,2767.92,12574.75,11,644792.78,137,False,check,0,35,0.618,low,1
V011012,enterprise,True,7372,1005.35,6355.97,2,161017.43,79,False,ach,1,22,0.545,low,1
V011013,enterprise,True,4214,50114.34,297209.86,5,50938550.09,37,False,ach,0,34,0.833,low,1
V011014,enterprise,False,7399,499.73,3950.34,13,521455.97,79,False,ach,1,7,0.276,medium,1
V011015,smb,False,5172,3943.09,12225.72,8,309683.61,30,False,check,0,44,0.618,medium,1
V011016,smb,False,5137,173.88,1182.96,8,19355.93,179,False,ach,1,62,0.609,low,1
V011017,smb,False,7392,866.64,4697.77,14,114696.03,142,False,virtual_card,1,65,0.481,low,0
V011018,mid_market,False,4214,9851.36,38292.0,11,2352053.98,163,False,other,0,54,0.674,medium,0
V011019,smb,False,5137,646.46,2089.87,9,46150.33,74,False,check,0,36,0.752,medium,0
V011020,enterprise,True,5111,487.84,1697.79,3,185655.81,107,False,check,0,75,0.679,medium,1
V011021,enterprise,True,7399,1903.61,6280.62,12,4104055.95,6,False,virtual_card,1,65,0.314,low,1
V011022,enterprise,True,5065,1434.47,3697.68,8,2019055.49,138,False,check,1,67,0.574,medium,0
V011023,smb,False,5137,88.67,537.64,4,1788.3,16,False,other,1,46,0.078,low,0
V011024,smb,False,5065,3194.21,16127.46,9,365441.39,115,False,ach,0,32,0.495,medium,0
V011025,enterprise,False,5137,287.39,1289.91,8,146443.38,153,False,virtual_card,0,57,,medium,0
