vendor_id,segment,mcc,annual_spend,current_rail,accepts_card_other_channel,p_accept,expected_annual_revenue
V008141,enterprise,5122,2323228.65,check,0,0.8054638,14770.212444332123
V014300,enterprise,5211,3231004.09,check,0,0.5787595,14759.794271845612
V015613,enterprise,5172,2165129.85,ach,1,0.86351776,14757.024646762087
V020924,enterprise,5734,2424415.13,ach,0,0.7709924,14753.645083691492
V010537,enterprise,5169,2821732.41,ach,0,0.6605779,14711.792405865564
V008176,enterprise,5137,2428228.95,ach,1,0.7666124,14692.083589724018
V003045,enterprise,4214,3886130.97,ach,1,0.4788767,14687.820906415682
V005165,enterprise,5169,2663823.64,ach,0,0.69812685,14677.494507529736
V005770,enterprise,8911,3120302.52,check,0,0.5955072,14665.301047850398
V004363,enterprise,8911,3077506.05,check,1,0.6034848,14657.825216059566
V007163,enterprise,7392,2522812.92,ach,0,0.7337804,14609.525066868135
V022955,enterprise,5111,2761963.47,ach,0,0.66989654,14601.83824413611
V008695,enterprise,5122,2572459.68,ach,1,0.71866924,14589.98105688759
V003287,enterprise,5122,2113954.53,ach,1,0.87420046,14584.16023608422
V012177,enterprise,5734,2385042.61,ach,1,0.7730128,14549.348051175037
V019074,enterprise,5122,2209066.16,ach,0,0.83425754,14543.44085726597
V002276,enterprise,5211,2944536.72,ach,1,0.62510514,14525.160369816438
V023000,enterprise,5169,2264799.08,ach,1,0.81193036,14510.873030006162
V018826,enterprise,4214,2992071.8,ach,1,0.6144916,14508.823468725395
V021609,enterprise,5169,2145357.69,ach,0,0.85594356,14490.440799518346
V016831,enterprise,5111,2970580.13,check,1,0.6173838,14471.90387035252
V008505,enterprise,5172,7310759.91,ach,0,0.24998158,14420.442633028244
V007765,enterprise,5122,2663685.5,ach,0,0.6849054,14394.980871922016
V016028,enterprise,5111,2199764.09,ach,0,0.8257889,14332.326411865
V003661,enterprise,5122,2182241.91,ach,0,0.83129925,14312.768423764312
V018272,enterprise,5065,2382117.04,check,1,0.76134425,14308.888966397515
V014983,enterprise,5199,2779899.58,ach,0,0.652302,14306.673041533928
V015003,enterprise,5211,2253215.66,ach,1,0.80308896,14276.261023010742
V015532,enterprise,5734,2234489.03,check,1,0.8091225,14263.802851529927
V002783,enterprise,5211,2826799.57,ach,1,0.6393502,14258.518417548235
V020801,enterprise,5137,2087158.85,ach,0,0.8652752,14247.734400746656
V000339,enterprise,5734,2103552.13,ach,1,0.8581802,14241.814720022083
V005169,enterprise,7372,2233610.12,ach,1,0.80599725,14202.268958371544
V020191,enterprise,5085,3239774.94,ach,0,0.5554734,14196.870078571883
V002366,enterprise,7399,2283453.25,check,0,0.78805786,14195.946320655465
V012264,enterprise,5734,2319499.39,ach,0,0.77509654,14182.687533656685
V017663,enterprise,7399,2400314.16,ach,1,0.7489483,14181.689216747629
V001746,enterprise,5199,3054876.75,check,0,0.5882198,14175.512451569677
V018008,enterprise,5169,2659749.97,check,1,0.67375344,14136.125542706868
V004866,enterprise,5172,2488514.52,ach,0,0.7186505,14106.97802757578
V010747,enterprise,5211,2992280.94,ach,0,0.5965757,14080.976229889993
V002597,enterprise,5169,3272505.08,check,1,0.54546094,14080.189561216966
V001723,enterprise,5199,2328529.4,ach,0,0.7654635,14059.233582483483
V017639,enterprise,8911,1982784.52,ach,1,0.89764726,14038.728758077355
V024627,enterprise,7372,2247832.25,ach,1,0.7913487,14030.552954508305
V003325,enterprise,5122,2779820.92,check,0,0.6395829,14023.406789963912
V000629,enterprise,5734,2158190.28,ach,1,0.8237763,14022.928109959812
V003354,enterprise,8911,3068173.82,ach,0,0.57871205,14004.713194439953
V009576,enterprise,8911,2985706.07,check,0,0.5942211,13993.356722503813
V021461,enterprise,5122,2697861.14,check,1,0.6575174,13991.124568059227
V007183,enterprise,5085,3469465.46,ach,0,0.5111512,13987.371315254803
V013063,enterprise,5199,3403620.98,ach,0,0.51863164,13921.804167304565
V001446,enterprise,5111,2106115.15,ach,0,0.8374247,13909.702705275178
V006716,enterprise,5169,3243435.41,ach,1,0.54376155,13909.243762743497
V014162,enterprise,5211,2713045.86,ach,0,0.6500262,13908.40717420187
V001700,enterprise,7392,2085460.46,ach,1,0.84055966,13823.631504771929
V005468,enterprise,5137,2390306.09,ach,1,0.7329183,13815.19303004437
V015962,enterprise,5172,3490239.74,ach,1,0.50189584,13813.894586702396
V001235,enterprise,5734,2343691.76,check,0,0.7465676,13797.794789082413
V015937,enterprise,8911,2439969.7,ach,0,0.717093,13797.481358543779
V007621,enterprise,8911,2510170.69,check,1,0.69693357,13795.377712606167
V016538,enterprise,7372,2084598.47,ach,1,0.8372996,13763.467476291333
V015932,enterprise,7392,3492562.75,ach,0,0.499703,13761.952393040061
V009448,enterprise,5169,2870695.39,ach,1,0.6073086,13747.184587740767
V001057,enterprise,4214,2360755.65,ach,0,0.7373573,13725.763643878436
V008819,enterprise,7372,2128273.4,ach,0,0.8177147,13722.56340791626
V004246,enterprise,5211,2359947.23,ach,1,0.7354485,13684.956818907232
V003401,enterprise,5137,2511705.77,check,1,0.6841604,13547.27722250528
V014251,enterprise,4214,2542971.35,ach,0,0.67502934,13532.642123466754
V014518,enterprise,7392,2010375.57,ach,0,0.85257107,13511.904409658115
V023313,enterprise,7399,2653462.49,ach,1,0.64488184,13489.358279338732
V020527,enterprise,5122,2584859.07,check,1,0.66127354,13474.391241652502
V020925,enterprise,5172,2176545.27,ach,0,0.7821745,13419.506147683605
V000117,enterprise,5085,3395594.39,check,1,0.5010676,13411.378076471525
V014157,enterprise,5172,3413073.3,ach,1,0.49725774,13377.416905935597
V002217,enterprise,5199,2196451.31,ach,1,0.7718697,13362.99404407537
V022331,enterprise,7399,1997297.5,ach,0,0.8459456,13316.840203318596
V000032,enterprise,5211,2891004.36,ach,0,0.58433264,13314.465793681622
V004684,enterprise,5169,3041503.76,ach,0,0.55532587,13312.20566952263
V005157,enterprise,5122,2246859.59,ach,0,0.7507305,13294.288448553618
V017512,enterprise,5111,2462280.89,ach,0,0.68395436,13272.701964672327
V011112,enterprise,7372,2297237.38,check,1,0.7326942,13265.380193247423
V011997,enterprise,5122,2652011.97,check,1,0.63381904,13247.16552429983
V016706,enterprise,5169,2118404.76,ach,0,0.7932679,13243.700059326418
V005768,enterprise,5085,3077066.39,ach,0,0.54569286,13233.065296741834
V008455,enterprise,5211,2669824.49,check,0,0.62871665,13228.504824798752
V018130,enterprise,5734,1913228.36,ach,1,0.87477857,13189.209331539936
V009731,enterprise,7372,2365612.39,ach,1,0.70663476,13172.991545848829
V020984,enterprise,7392,1988635.77,ach,1,0.84017843,13166.47103392284
V021277,enterprise,5211,2110307.29,ach,1,0.79136056,13160.11162098352
V011751,enterprise,4214,2806637.85,ach,1,0.5949136,13157.656260024502
V008659,enterprise,5122,2521117.92,check,1,0.6616201,13144.177928859024
V008347,enterprise,5085,2513020.86,ach,0,0.65984,13065.533227920092
V018011,enterprise,5085,3386366.42,check,1,0.48775718,13013.796179719997
V013988,enterprise,5734,2438715.59,ach,0,0.6763945,12996.270930044664
V021444,enterprise,5734,2530987.28,ach,0,0.651306,12987.57707513584
V005224,enterprise,5172,3808455.08,ach,1,0.43267742,12982.660084470415
V020608,enterprise,7399,1926032.81,ach,1,0.8555407,12982.395557079655
V013584,enterprise,5111,2206537.44,ach,0,0.74642295,12976.081419390945
V008014,enterprise,5065,1860788.46,ach,1,0.88419574,12962.40990928735
V011552,enterprise,5085,1878860.33,ach,1,0.87317365,12924.57071880798
V023831,enterprise,4214,2640461.3,ach,0,0.6204519,12906.23441794052
V011072,enterprise,5085,2103506.82,ach,0,0.7785222,12901.013947242116
V014659,enterprise,5137,3174377.79,ach,1,0.51496553,12877.561235298881
V000355,enterprise,5137,1957473.64,ach,1,0.83481675,12873.0543193577
V020494,enterprise,7372,2041062.45,check,1,0.80041146,12869.518249900913
V022031,enterprise,5111,2144840.2,ach,1,0.7607538,12853.562838891126
V019843,enterprise,7392,2325533.73,ach,0,0.70125926,12846.416415430995
V004731,enterprise,8911,3324667.41,check,0,0.48980436,12827.4926716716
V008274,enterprise,7372,1803844.19,check,1,0.9024103,12822.461022872576
V017618,enterprise,5734,2092280.26,check,0,0.7774287,12812.789556562015
V000676,enterprise,5137,2258950.31,ach,0,0.7199883,12811.342103797766
V015940,enterprise,5169,2027846.69,check,1,0.80046964,12785.837629342976
V005439,enterprise,5172,3835438.82,ach,0,0.42284083,12774.24118492672
V020406,enterprise,5211,2250226.59,ach,1,0.7200702,12762.568584610972
V024998,enterprise,5172,2665854.55,ach,1,0.60712165,12747.984027762435
V017667,enterprise,8911,2376838.33,check,0,0.67887795,12708.665058188946
V000868,enterprise,5172,2169300.56,ach,1,0.74272835,12689.60824885933
V020181,enterprise,8911,2389852.21,check,1,0.67416644,12689.265270760327
V009929,enterprise,5085,1874552.72,ach,1,0.8580171,12667.186113679581
V011405,enterprise,8911,2127022.51,ach,1,0.75585604,12661.78244252758
V007672,enterprise,5734,3254474.0,ach,1,0.4936307,12652.066419137002
V014451,enterprise,5169,2570826.31,ach,1,0.62338436,12620.903239434596
V000734,enterprise,5085,3298539.27,ach,0,0.48564476,12615.346437602086
V005361,enterprise,5199,2275057.15,ach,1,0.70367575,12607.220314454078
V007707,enterprise,7372,1816470.19,ach,1,0.8811538,12604.71720294405
V011850,enterprise,5169,2814916.2,ach,0,0.56838524,12599.654636257364
V016100,enterprise,8911,2143941.95,ach,0,0.74433315,12566.456486227084
V015637,enterprise,5137,2166187.68,ach,1,0.7354459,12544.91107167473
V001121,enterprise,5065,2075641.04,ach,0,0.7668687,12533.953342742385
V018482,enterprise,5734,2123987.15,check,1,0.74907994,12528.289380995464
V004937,enterprise,8911,2117188.2,ach,0,0.7513313,12525.678598248292
V023704,enterprise,5199,3334356.33,ach,1,0.47667882,12515.336285786321
V009820,enterprise,5211,2065927.95,ach,1,0.7679572,12492.354125281716
V018786,enterprise,5734,1874895.59,ach,1,0.8450002,12474.2972995892
V017520,enterprise,5211,2196243.24,ach,0,0.7212672,12472.626108271334
V017021,enterprise,7372,1932559.88,ach,1,0.8195499,12470.634332174339
V015952,enterprise,5122,2098241.49,ach,1,0.75449073,12464.830080870848
V009705,enterprise,5122,3830578.08,check,1,0.4132631,12464.292954193763
V020224,enterprise,8911,2972644.86,check,1,0.5322832,12458.31103711977
V014116,enterprise,5199,2882453.88,ach,0,0.5486776,12452.303552555102
V019390,enterprise,5211,2107889.28,ach,1,0.7489723,12430.005402096556
V015455,enterprise,5172,2362591.41,ach,1,0.6677284,12420.555511407776
V019676,enterprise,5172,2997825.32,check,0,0.5259875,12414.54930583187
V011221,enterprise,5199,3268460.9,check,1,0.4824101,12413.908477525067
V003079,enterprise,5169,2732137.76,ach,0,0.5764651,12399.85588595726
V014812,enterprise,7392,2286640.5,check,1,0.68876845,12399.726598114252
V009855,enterprise,5111,2070079.67,ach,1,0.76036465,12392.123257835074
V014738,enterprise,7392,2815864.58,ach,0,0.5571368,12350.5736663982
V019439,enterprise,4214,2495246.71,ach,0,0.62840384,12344.180963381563
V011460,enterprise,5122,2028180.87,ach,1,0.7723535,12331.780267137849
V019975,enterprise,5199,1986946.43,ach,1,0.78825057,12329.693176984549
V023482,enterprise,7372,1824790.55,ach,1,0.8576303,12319.965516313052
V024958,enterprise,5199,2496915.79,check,1,0.6263504,12311.553687233278
V010385,enterprise,5169,2766065.22,ach,0,0.5652173,12307.423679568798
V006973,enterprise,4214,3088703.31,check,0,0.5060393,12304.042616544537
V024854,enterprise,7372,1866818.23,check,0,0.8371834,12302.954101093106
V020205,enterprise,7392,2025694.3,check,0,0.7711497,12296.908331562758
V012924,enterprise,7372,1992325.19,ach,1,0.78401446,12296.09411844263
V016757,enterprise,5734,1853827.05,ach,0,0.84243,12293.756107660056
V009329,enterprise,5169,2653516.42,check,1,0.5872994,12267.268949436464
V007192,enterprise,5199,2209419.17,check,0,0.703025,12226.215002610368
V009797,enterprise,7372,1877304.55,ach,1,0.82601357,12205.432192443086
V001642,enterprise,5169,3246227.56,check,0,0.47644472,12173.183878777008
V015133,enterprise,5137,2222264.39,ach,1,0.6955138,12164.924135239675
V005456,enterprise,5169,2283845.39,ach,0,0.67651635,12160.470052275083
V010419,enterprise,7372,3717967.86,check,0,0.41504028,12144.851503893437
V020452,enterprise,5734,2397258.55,ach,0,0.6433771,12138.730515293288
V024337,enterprise,5122,2206536.51,ach,0,0.698874,12136.727917476463
V022884,enterprise,5172,2273130.71,ach,0,0.6776732,12123.518473350381
V015241,enterprise,5734,2030885.6,check,0,0.7583223,12120.52668989525
V016121,enterprise,5065,2969237.88,ach,0,0.5177205,12097.883045689066
V011597,enterprise,4214,2570196.86,check,0,0.59757835,12087.151922940664
V021190,enterprise,5122,2558937.01,ach,0,0.60016716,12086.31956636874
V018021,enterprise,5122,2495353.25,ach,1,0.6133843,12044.884180409073
V001629,enterprise,5085,2358334.07,ach,0,0.6481452,12028.343237511177
V000955,enterprise,5085,2058240.98,ach,0,0.7402433,11988.793020304469
V012948,enterprise,5172,2299980.67,check,1,0.66196734,11980.096636590592
V007383,enterprise,5199,2104765.25,ach,1,0.7233097,11979.176900327564
V009902,enterprise,7392,2280753.79,ach,0,0.66414654,11918.037952274657
V023296,enterprise,5172,2266179.92,check,0,0.66818863,11913.885276447487
V018797,enterprise,5085,2551337.72,ach,0,0.5932727,11909.111856394808
V013195,enterprise,5111,4102546.68,check,0,0.36878163,11903.550690499174
V001067,enterprise,5169,2147290.23,ach,0,0.7034695,11884.425730667019
V024043,enterprise,4214,2453289.76,ach,1,0.6154126,11878.283298455046
V000787,enterprise,5111,2097728.54,ach,0,0.7173699,11838.778739601994
V008300,enterprise,5065,2062362.3,ach,1,0.7227506,11724.588786453678
V003878,enterprise,5211,2427342.27,check,0,0.61316156,11706.823858631553
V021611,enterprise,7399,2399893.41,check,0,0.61753255,11656.098402384077
V002850,enterprise,5065,2101057.38,ach,0,0.70501566,11650.226832445145
V012388,enterprise,4214,2566946.03,ach,0,0.576452,11637.769728707217
V020342,enterprise,5211,2133995.87,ach,0,0.6917588,11609.683573770377
V024453,enterprise,4214,2032274.23,ach,1,0.72634476,11609.053971563288
V013158,enterprise,5122,2023575.02,check,1,0.7283806,11591.462629236688
V024529,enterprise,5122,2017797.05,ach,1,0.729985,11583.692615417385
V019663,enterprise,5211,2242430.19,check,0,0.6563983,11575.4188513097
V011928,enterprise,5172,2914898.91,ach,0,0.50480455,11571.63389780791
V002969,enterprise,5169,2353876.34,ach,1,0.6236583,11544.116122486592
V000691,enterprise,5734,1907504.55,ach,1,0.7695622,11543.54695227387
V016034,enterprise,5199,2662348.74,ach,1,0.5510219,11536.09913460618
V017706,enterprise,5111,1794917.72,check,0,0.8167669,11528.235309595586
V017232,enterprise,5172,2453068.1,ach,0,0.59736377,11522.992066420604
V005911,enterprise,7399,1698738.39,ach,1,0.8610794,11501.988998513627
V001042,enterprise,4214,1849390.21,ach,1,0.7908509,11500.734967221242
V016691,enterprise,8911,1600614.11,ach,1,0.9136875,11499.689185078923
V017518,enterprise,8911,2061726.29,check,0,0.70917296,11496.96435387274
V002209,enterprise,4214,2352802.88,check,1,0.61886483,11448.535715936432
V009960,enterprise,4214,2827530.12,check,1,0.51456517,11439.588130753766
V019904,enterprise,5065,2128722.58,ach,0,0.6821121,11416.219396405391
V021736,enterprise,7399,1771563.47,ach,0,0.81638616,11370.239233600565
V003218,enterprise,5111,1900231.69,check,1,0.75906855,11339.248888662494
V012767,enterprise,5122,2021254.75,ach,1,0.71299267,11329.118537736893
V001539,enterprise,5111,2853803.23,check,0,0.5048529,11326.0064873619
V007713,enterprise,5085,1799077.18,ach,1,0.80058974,11322.581858186273
V016506,enterprise,7372,2100672.15,check,0,0.6853155,11316.985306570481
V008419,enterprise,5211,1837178.13,ach,0,0.7829993,11308.073181769962
V013244,enterprise,7372,1628631.27,ach,1,0.88128453,11282.300410850654
V002951,enterprise,7372,1679749.14,ach,1,0.8534492,11268.644819540157
V009446,enterprise,5137,1937288.97,check,0,0.73847425,11245.104150749083
V014927,enterprise,5199,3151236.57,check,0,0.45387796,11242.214497922347
V014032,enterprise,5211,2752658.31,check,0,0.5193457,11236.650071255803
V007330,enterprise,4214,2725983.5,check,1,0.5223586,11191.527317319154
V015479,enterprise,5137,2007247.99,check,0,0.7092097,11188.477646296673
V020206,enterprise,5111,1869765.97,ach,0,0.75869375,11148.638113112893
V022821,enterprise,5137,1505366.06,ach,1,0.9421835,11146.64844011734
V005566,enterprise,5169,3619501.71,ach,0,0.39144948,11134.816534070766
V003189,enterprise,7372,3283428.12,ach,1,0.43101156,11121.563745600166
V012637,enterprise,5065,2181093.52,check,1,0.6485012,11115.534423259925
V006231,enterprise,5169,2326313.41,ach,0,0.6075563,11106.930636602036
V010063,enterprise,5211,2228963.74,check,0,0.63383514,11102.364298133309
V013372,enterprise,5137,1668305.96,ach,0,0.84577346,11088.071212747116
V014047,enterprise,5172,2071830.75,ach,1,0.6809388,11086.319231273055
V008957,enterprise,5111,1817620.36,check,0,0.7741168,11056.40385914278
V021955,enterprise,5199,2544267.22,check,0,0.5511539,11018.262371720391
V023143,enterprise,5137,1805582.53,ach,1,0.7729195,10964.559224164777
V002989,enterprise,5734,1590697.06,ach,1,0.8711742,10886.19411655363
V002649,enterprise,5169,2848728.5,ach,0,0.48585346,10872.51686434853
V021573,enterprise,5137,2324034.18,ach,0,0.59505856,10863.491467237798
V018143,enterprise,5065,1502278.26,ach,1,0.91935503,10849.016656351414
V010480,enterprise,4214,3181901.12,check,1,0.43333465,10830.624029954375
V015291,enterprise,7399,1796637.03,ach,1,0.7674067,10830.010383665296
V021066,enterprise,7399,1724413.43,ach,1,0.79620045,10783.830050040537
V019504,enterprise,5111,1696305.31,ach,0,0.80831134,10769.142588732882
V005220,enterprise,7399,1736192.77,check,1,0.788266,10748.653883794752
V000877,enterprise,7392,1955874.44,ach,1,0.69927216,10741.508288464354
V021192,enterprise,5122,1660179.05,ach,1,0.82208216,10718.428660565614
V014075,enterprise,5085,2446446.17,check,0,0.557014,10701.63791031765
V003485,enterprise,5734,1578334.91,ach,1,0.85979414,10656.344850861702
V002696,enterprise,5137,1907396.33,ach,1,0.7108591,10647.120611434084
V012104,enterprise,7372,1613864.62,ach,1,0.84005815,10645.920989201995
V012188,enterprise,5169,1756810.56,ach,0,0.7674665,10586.345809384615
V012732,enterprise,5211,1950074.58,ach,1,0.6907402,10575.95967535822
V002461,enterprise,5734,1729933.6,ach,0,0.7784043,10572.701960589982
V023448,enterprise,5734,1789124.4,ach,1,0.75193566,10562.45150429859
V023006,enterprise,5085,1992514.44,check,0,0.67481136,10556.571083938905
V015524,enterprise,5065,1863790.36,ach,1,0.7205189,10543.169246949368
V010415,enterprise,5085,1698661.91,ach,1,0.789835,10533.300714003142
V003844,enterprise,7399,1665550.51,ach,1,0.80449295,10519.389151166686
V023718,enterprise,5169,2062620.51,check,1,0.64918697,10512.21085342908
V004379,enterprise,5111,1744798.54,ach,1,0.7642285,10467.398486149112
V004645,enterprise,5172,2252031.13,ach,0,0.59207857,10467.034906232786
V015190,enterprise,5085,1643617.38,ach,1,0.80999136,10450.527011762619
V020286,enterprise,5137,2015733.33,ach,0,0.66013515,10445.25139256282
V019320,enterprise,4214,3222037.19,ach,0,0.41231102,10427.851458196112
V012428,enterprise,5734,1606965.91,check,1,0.82596314,10418.356865181646
V001945,enterprise,5734,1918955.35,ach,1,0.69068015,10403.07489378047
V020563,enterprise,5199,1870169.46,ach,0,0.70773077,10388.61177731224
V023169,enterprise,5085,1536775.23,ach,0,0.85849905,10354.560601874122
V014351,enterprise,7392,1667574.7,ach,1,0.78684235,10296.947115179444
V001990,enterprise,8911,1522054.8,ach,0,0.86117166,10286.003704000665
V015768,enterprise,7399,1697132.41,ach,0,0.77223676,10284.704328875077
V023425,enterprise,7372,1430006.5,ach,0,0.91608745,10280.088048496485
V013738,enterprise,5085,1753932.75,ach,0,0.7427642,10222.067295606732
V010694,enterprise,5199,1626366.41,ach,0,0.80058426,10216.346747110249
V017829,enterprise,5169,2841470.86,check,0,0.4580174,10211.54496491004
V013211,enterprise,5122,2635822.46,ach,1,0.49355122,10207.307220951143
V010099,enterprise,5065,1941703.35,ach,1,0.6695421,10200.41670757494
V020804,enterprise,7399,1598811.04,ach,1,0.8127576,10195.566734000398
V007995,enterprise,5137,1737413.95,ach,0,0.743358,10132.164694937754
V001799,enterprise,7372,2002333.86,ach,0,0.64499813,10132.012813665286
V002277,enterprise,5065,1826090.5,ach,1,0.70712626,10130.2123626256
V017614,enterprise,4214,2018307.08,ach,0,0.6370403,10085.943857317943
V003033,enterprise,5111,1649901.33,ach,1,0.7785223,10075.879992490392
V014197,enterprise,5065,1949502.7,check,1,0.6568261,10043.8737138391
V012265,enterprise,5111,1786820.17,ach,1,0.71627456,10038.830641348748
V004473,enterprise,5122,1627879.49,ach,1,0.7858492,10034.142536418618
V024044,enterprise,5172,1755113.68,check,0,0.7230338,9952.051908759078
V012166,enterprise,5199,1600479.28,ach,0,0.79274505,9950.17626302738
V013354,enterprise,5199,1669637.58,ach,1,0.75965065,9946.730151771708
V020025,enterprise,5122,1841260.01,ach,0,0.6883302,9939.158577023813
V008913,enterprise,5137,1668765.06,ach,0,0.75889605,9931.353737175361
V003388,enterprise,5169,3055649.05,ach,0,0.4134993,9908.069840932536
V023515,enterprise,5734,1628537.77,ach,1,0.7729461,9870.17559575018
V021721,enterprise,5211,1585320.01,ach,1,0.7932056,9859.877916964446
V002099,enterprise,4214,1893896.38,ach,0,0.6605667,9808.358866910266
V003477,enterprise,5085,1394190.79,ach,1,0.8963562,9797.532747786512
V013056,enterprise,5085,2146735.33,check,0,0.58113676,9780.37456719771
V008016,enterprise,7399,1394235.29,ach,1,0.8944404,9776.48310351553
V016524,enterprise,7392,1773735.28,ach,1,0.70163715,9756.148517491836
V020751,enterprise,5734,2337926.38,check,1,0.5315734,9742.236074988537
V023451,enterprise,5065,1489156.87,ach,0,0.83449596,9741.563154418722
V024080,enterprise,5065,1780417.38,ach,0,0.6952455,9702.617434909782
V002287,enterprise,5211,1913566.2,ach,0,0.64621204,9692.556163311863
V007046,enterprise,5211,2324494.2,check,0,0.53155357,9684.745457727338
V017275,enterprise,5169,1699665.91,ach,1,0.72608376,9672.798456132048
V021154,enterprise,5085,1819772.64,ach,0,0.67711496,9657.562278153686
V018710,enterprise,7399,1508825.36,ach,1,0.8163074,9653.322761193162
V016557,enterprise,5734,1707694.14,check,0,0.7209106,9648.758576461896
V010096,enterprise,5085,1717981.44,ach,0,0.7151276,9628.607377960205
V008329,enterprise,7399,1467106.47,ach,1,0.83699554,9623.692600814747
V007493,enterprise,5211,2318799.37,ach,0,0.52906847,9614.429079405556
V003892,enterprise,7399,1631529.05,ach,1,0.75046253,9595.21137572365
V008652,enterprise,5169,2413255.44,check,0,0.5063972,9576.526144331168
V019265,enterprise,5137,1899103.7,check,1,0.64317936,9571.714373926307
V014417,enterprise,5169,1689906.48,ach,1,0.7225472,9568.297204827499
V009605,enterprise,4214,2344790.91,ach,0,0.5206427,9566.386121483256
V010745,enterprise,5122,1574994.68,ach,1,0.7748092,9562.562713417949
V019102,enterprise,5137,1609442.93,ach,1,0.75600827,9534.017287941942
V022715,enterprise,4214,1883469.79,ach,1,0.6458374,9531.32225177558
V003311,enterprise,7372,1568336.16,check,1,0.7754939,9529.881250879593
V022489,enterprise,5065,1881759.54,ach,0,0.6453056,9514.479359818335
V021196,enterprise,4214,2608334.12,ach,0,0.46518528,9506.869199856606
V004258,enterprise,5199,1934357.08,ach,0,0.6267191,9498.388491669732
V009403,enterprise,8911,1566614.93,ach,1,0.77337325,9492.624591587306
V009121,enterprise,5122,1497731.73,ach,1,0.8089343,9492.532205310083
V011720,enterprise,5137,1732717.23,ach,0,0.6984551,9481.80142393797
V021316,enterprise,5111,1523421.51,ach,1,0.7937124,9473.268069681568
V014348,enterprise,5172,1446946.72,ach,1,0.8356495,9473.122313127442
V016163,enterprise,7399,1590596.37,ach,0,0.7598212,9468.550441888372
V021334,enterprise,5169,2017640.31,ach,0,0.59877443,9464.891463140528
V004779,enterprise,7392,1484975.93,ach,1,0.8118742,9444.909290215859
V016928,enterprise,5169,2002690.68,ach,1,0.6015047,9437.022588887368
V006519,enterprise,4214,1679284.47,ach,1,0.71687835,9430.741501391796
V009625,enterprise,5211,2011367.87,ach,0,0.5983877,9428.622641531754
V017918,enterprise,5199,1840377.29,ach,0,0.6537072,9424.543173523536
V012455,enterprise,5172,1633432.63,ach,1,0.73534304,9409.066513635476
V013194,enterprise,5172,2070433.95,check,0,0.5796049,9400.269693341326
V011283,enterprise,5122,1574289.41,ach,0,0.76166874,9392.696271928886
V022243,enterprise,5122,4646134.76,check,1,0.25804737,9391.382922025461
V003550,enterprise,5734,1673159.08,ach,0,0.7162448,9387.132149588357
V002283,enterprise,5111,1792282.04,ach,0,0.6673848,9369.134373718432
V023958,enterprise,5734,2613741.74,check,0,0.45647803,9344.925432557617
V024559,enterprise,7392,1451307.11,check,1,0.8217305,9340.666473364116
V000782,enterprise,7399,1538684.4,ach,1,0.7749385,9339.086539863776
V016651,enterprise,5137,2098663.74,ach,0,0.56751376,9328.164466059561
V021600,enterprise,5085,2300909.69,check,1,0.5175442,9326.579901549907
V013710,enterprise,5211,1385847.38,ach,1,0.8577984,9310.221294403658
V017385,enterprise,5065,1757497.47,ach,0,0.67529273,9294.602120534915
V011738,enterprise,5199,1763747.77,ach,0,0.672417,9287.791662924028
V012319,enterprise,5085,1729750.8,check,1,0.6855946,9287.262716124153
V011037,enterprise,5199,1697460.74,check,0,0.69765264,9273.903704736262
V013460,enterprise,5122,1555657.38,ach,1,0.758541,9240.239087724818
V022313,enterprise,5211,1897090.65,ach,1,0.6202158,9212.84436036639
V018643,enterprise,5211,1568279.21,ach,0,0.74687773,9170.502529622121
V019114,enterprise,7392,4973390.96,check,0,0.23480396,9142.175125439158
V013023,enterprise,5065,1550130.75,ach,1,0.75235796,9130.025667292595
V006726,enterprise,5065,1821469.38,ach,1,0.6388408,9109.031567935275
V001439,enterprise,5211,1601723.13,check,0,0.7262273,9105.720300667457
V016885,enterprise,8911,1584833.71,ach,1,0.73366576,9101.90588148784
V024595,enterprise,5085,1863031.41,ach,0,0.62305236,9086.128913578243
V018013,enterprise,5169,1879998.43,check,0,0.6170542,9080.487778973751
V014169,enterprise,5065,1774350.0,check,1,0.65228754,9059.091212821008
V009034,enterprise,5065,2993041.15,ach,0,0.38657194,9056.205880871366
V022482,enterprise,5211,1541611.87,ach,1,0.7476669,9020.897285908713
V014329,enterprise,7399,1509861.91,ach,1,0.76280546,9013.84729310337
V011375,enterprise,5199,1978335.72,ach,1,0.5812536,8999.317887307758
V002062,enterprise,5172,1631160.22,ach,1,0.70462257,8994.818407322455
V000099,enterprise,5085,1481586.34,ach,0,0.7743866,8978.564686862632
V013378,enterprise,5211,1794893.56,check,0,0.639011,8975.654194488794
V009468,enterprise,7399,1486398.65,ach,0,0.7710095,8968.219896516537
V008537,enterprise,7399,1485285.1,ach,1,0.7681027,8926.812029737235
V004038,enterprise,5169,1365530.97,ach,1,0.83542687,8926.410080558248
V001509,enterprise,5169,2022143.62,check,0,0.56397355,8923.484063596594
V003758,enterprise,5137,1683960.47,ach,0,0.6770227,8920.63565267626
V003896,enterprise,5065,2393919.6,check,0,0.4761918,8919.71885468054
V020753,enterprise,5169,1458830.77,ach,0,0.78127235,8917.9531717695
V016246,enterprise,5137,1542762.07,ach,0,0.7370362,8896.57229641491
V024578,enterprise,5172,2513027.84,ach,0,0.45243987,8895.952002560118
V022716,enterprise,5137,2011287.1,check,1,0.5646251,8884.985188723898
V005918,enterprise,5065,1577503.77,ach,1,0.7171429,8850.364774161324
